costat,curcd,datafmt,indfmt,consol,gvkey,datadate,conm,tic,naics,dlc,dltt,prc,ni,oiadp,revt,sale,csho,emp
A,USD,STD,FS,C,010903,2016-12-31,UNITEDHEALTH GROUP INC,UNH,524114,7193.0000,25777.0000,0.0000,,,184840.0000,,,230.0000
A,USD,STD,INDL,C,010903,2016-12-31,UNITEDHEALTH GROUP INC,UNH,524114,7193.0000,25777.0000,,7017.0000,12930.0000,184840.0000,184840.0000,952.0000,230.0000
A,USD,STD,FS,C,010903,2017-12-31,UNITEDHEALTH GROUP INC,UNH,524114,2857.0000,28835.0000,0.0000,,,201159.0000,,,260.0000
A,USD,STD,INDL,C,010903,2017-12-31,UNITEDHEALTH GROUP INC,UNH,524114,2857.0000,28835.0000,,10558.0000,15209.0000,201159.0000,201159.0000,969.0000,260.0000
A,USD,STD,FS,C,010903,2018-12-31,UNITEDHEALTH GROUP INC,UNH,524114,1973.0000,34581.0000,0.0000,,,226247.0000,,,300.0000
A,USD,STD,INDL,C,010903,2018-12-31,UNITEDHEALTH GROUP INC,UNH,524114,1973.0000,34581.0000,,11986.0000,17344.0000,226247.0000,226247.0000,960.0000,300.0000
A,USD,STD,FS,C,010903,2019-12-31,UNITEDHEALTH GROUP INC,UNH,524114,3870.0000,36808.0000,0.0000,,,242155.0000,,,325.0000
A,USD,STD,INDL,C,010903,2019-12-31,UNITEDHEALTH GROUP INC,UNH,524114,3870.0000,36808.0000,,13839.0000,19685.0000,242155.0000,242155.0000,948.0000,325.0000
A,USD,STD,FS,C,010903,2020-12-31,UNITEDHEALTH GROUP INC,UNH,524114,4819.0000,38648.0000,0.0000,,,257141.0000,,,330.0000
A,USD,STD,INDL,C,010903,2020-12-31,UNITEDHEALTH GROUP INC,UNH,524114,4819.0000,38648.0000,,15403.0000,22405.0000,257141.0000,257141.0000,946.0000,330.0000
A,USD,STD,FS,C,010903,2021-12-31,UNITEDHEALTH GROUP INC,UNH,524114,3620.0000,42383.0000,0.0000,,,287597.0000,,,350.0000
A,USD,STD,INDL,C,010903,2021-12-31,UNITEDHEALTH GROUP INC,UNH,524114,3620.0000,42383.0000,,17285.0000,23970.0000,287597.0000,287597.0000,941.0000,350.0000
A,USD,STD,FS,C,010903,2022-12-31,UNITEDHEALTH GROUP INC,UNH,524114,3110.0000,54513.0000,0.0000,,,324162.0000,,,400.0000
A,USD,STD,INDL,C,010903,2022-12-31,UNITEDHEALTH GROUP INC,UNH,524114,3110.0000,54513.0000,,20120.0000,28435.0000,324162.0000,324162.0000,934.0000,400.0000
A,USD,STD,FS,C,010903,2023-12-31,UNITEDHEALTH GROUP INC,UNH,524114,4274.0000,58263.0000,0.0000,,,371622.0000,,,440.0000
A,USD,STD,INDL,C,010903,2023-12-31,UNITEDHEALTH GROUP INC,UNH,524114,4274.0000,58263.0000,,22381.0000,32358.0000,371622.0000,371622.0000,924.0000,440.0000
A,USD,STD,FS,C,010903,2024-12-31,UNITEDHEALTH GROUP INC,UNH,524114,4545.0000,72359.0000,0.0000,,,401145.0000,,,400.0000
A,USD,STD,INDL,C,010903,2024-12-31,UNITEDHEALTH GROUP INC,UNH,524114,4545.0000,72359.0000,,14405.0000,32287.0000,400278.0000,400278.0000,915.0000,400.0000
A,USD,STD,INDL,C,010920,2014-12-31,UNITED PARCEL SERVICE INC,UPS,492110,923.0000,9864.0000,,3032.0000,6091.0000,58232.0000,58232.0000,905.0000,435.0000
A,USD,STD,INDL,C,010920,2015-12-31,UNITED PARCEL SERVICE INC,UPS,492110,3018.0000,11316.0000,,4844.0000,7685.0000,58363.0000,58363.0000,886.0000,444.0000
A,USD,STD,INDL,C,010920,2016-12-31,UNITED PARCEL SERVICE INC,UPS,492110,3681.0000,12394.0000,,3431.0000,5475.0000,60906.0000,60906.0000,868.0000,434.0000
A,USD,STD,INDL,C,010920,2017-12-31,UNITED PARCEL SERVICE INC,UPS,492110,4011.0000,20278.0000,,4910.0000,7509.0000,65872.0000,65872.0000,859.0000,454.0000
A,USD,STD,INDL,C,010920,2018-12-31,UNITED PARCEL SERVICE INC,UPS,492110,2805.0000,19931.0000,,4791.0000,7384.0000,71861.0000,71861.0000,858.0000,481.0000
A,USD,STD,INDL,C,010920,2019-12-31,UNITED PARCEL SERVICE INC,UPS,492110,3958.0000,24209.0000,,4440.0000,8150.0000,74094.0000,74094.0000,856.6000,495.0000
A,USD,STD,INDL,C,010920,2020-12-31,UNITED PARCEL SERVICE INC,UPS,492110,3183.0000,24571.0000,,1343.0000,8852.0000,84628.0000,84628.0000,864.6000,543.0000
A,USD,STD,INDL,C,010920,2021-12-31,UNITED PARCEL SERVICE INC,UPS,492110,2711.0000,22817.0000,,12890.0000,13215.0000,97287.0000,97287.0000,869.7000,534.0000
A,USD,STD,INDL,C,010920,2022-12-31,UNITED PARCEL SERVICE INC,UPS,492110,2962.0000,20559.0000,,11548.0000,13878.0000,100338.0000,100338.0000,858.8000,536.0000
A,USD,STD,INDL,C,010920,2023-12-31,UNITED PARCEL SERVICE INC,UPS,492110,4057.0000,22672.0000,,6708.0000,9885.0000,90958.0000,90958.0000,852.8000,500.0000
A,USD,STD,INDL,C,010920,2024-12-31,UNITED PARCEL SERVICE INC,UPS,492110,2571.0000,23081.0000,,5782.0000,8846.0000,91070.0000,91070.0000,853.9000,490.0000
A,USD,STD,INDL,C,010983,2014-12-31,RTX CORP,RTX,336412,1922.0000,17872.0000,,6220.0000,9324.0000,64270.0000,64270.0000,909.3750,211.5000
A,USD,STD,INDL,C,010983,2015-12-31,RTX CORP,RTX,336412,1105.0000,19320.0000,,7608.0000,8625.0000,56450.0000,56450.0000,838.3440,197.2000
A,USD,STD,INDL,C,010983,2016-12-31,RTX CORP,RTX,336412,2204.0000,21697.0000,,5055.0000,7652.0000,57244.0000,57244.0000,808.7010,201.6000
A,USD,STD,INDL,C,010983,2017-12-31,RTX CORP,RTX,336412,2496.0000,24989.0000,,4552.0000,7728.0000,59837.0000,59837.0000,799.1300,204.7000
A,USD,STD,INDL,C,010983,2018-12-31,RTX CORP,RTX,336412,4345.0000,41192.0000,,5269.0000,7544.0000,66501.0000,66501.0000,861.4820,240.2000
A,USD,STD,INDL,C,010983,2019-12-31,RTX CORP,RTX,336412,6404.0000,39932.0000,,5537.0000,9546.0000,77046.0000,77046.0000,864.3660,243.2000
A,USD,STD,INDL,C,010983,2020-12-31,RTX CORP,RTX,336412,1279.0000,32542.0000,,-3519.0000,1254.0000,56587.0000,56587.0000,1519.4390,181.0000
A,USD,STD,INDL,C,010983,2021-12-31,RTX CORP,RTX,336412,569.0000,32984.0000,,3864.0000,4695.0000,64388.0000,64388.0000,1493.2800,174.0000
A,USD,STD,INDL,C,010983,2022-12-31,RTX CORP,RTX,336412,1576.0000,32280.0000,,5197.0000,5399.0000,67074.0000,67074.0000,1466.2400,182.0000
A,USD,STD,INDL,C,010983,2023-12-31,RTX CORP,RTX,336412,1820.0000,43767.0000,,3195.0000,6179.0000,74321.0000,74321.0000,1326.9070,185.0000
A,USD,STD,INDL,C,010983,2024-12-31,RTX CORP,RTX,336412,2902.0000,40358.0000,,4774.0000,7577.0000,80808.0000,80808.0000,1332.1230,186.0000
A,USD,STD,INDL,C,011259,2015-01-31,WALMART INC,WMT,455219,6689.0000,43692.0000,,16363.0000,25439.0000,483521.0000,483521.0000,3228.0000,2200.0000
A,USD,STD,INDL,C,011259,2016-01-31,WALMART INC,WMT,455219,6004.0000,44030.0000,,14694.0000,22063.0000,479962.0000,479962.0000,3162.0000,2300.0000
A,USD,STD,INDL,C,011259,2017-01-31,WALMART INC,WMT,455219,3920.0000,42018.0000,,13643.0000,19514.0000,482154.0000,482154.0000,3048.0000,2300.0000
A,USD,STD,INDL,C,011259,2018-01-31,WALMART INC,WMT,455219,9662.0000,36825.0000,,9862.0000,18653.0000,496785.0000,496785.0000,2952.0000,2300.0000
A,USD,STD,INDL,C,011259,2019-01-31,WALMART INC,WMT,455219,7830.0000,50203.0000,,6670.0000,19471.0000,511729.0000,511729.0000,2878.0000,2200.0000
A,USD,STD,INDL,C,011259,2020-01-31,WALMART INC,WMT,455219,8241.0000,64192.0000,,14881.0000,19152.0000,521426.0000,521426.0000,2832.4930,2200.0000
A,USD,STD,INDL,C,011259,2021-01-31,WALMART INC,WMT,455219,5296.0000,57950.0000,,13510.0000,24885.0000,556933.0000,556933.0000,2821.0000,2300.0000
A,USD,STD,INDL,C,011259,2022-01-31,WALMART INC,WMT,455219,5207.0000,52116.0000,,13673.0000,25758.0000,569962.0000,569962.0000,2761.0000,2300.0000
A,USD,STD,INDL,C,011259,2023-01-31,WALMART INC,WMT,455219,6603.0000,52320.0000,,11680.0000,21794.0000,608481.0000,608481.0000,2693.0000,2100.0000
A,USD,STD,INDL,C,011259,2024-01-31,WALMART INC,WMT,455219,6537.0000,54784.0000,,15511.0000,24717.0000,645737.0000,645737.0000,2685.0000,2100.0000
A,USD,STD,INDL,C,011259,2025-01-31,WALMART INC,WMT,455219,7965.0000,52149.0000,,19436.0000,29504.0000,680985.0000,680985.0000,8024.0000,2100.0000
A,USD,STD,INDL,C,011264,2015-08-31,WALGREENS BOOTS ALLIANCE INC,WBA,456110,1068.0000,13315.0000,,4220.0000,5050.0000,103444.0000,103444.0000,1089.9100,360.0000
A,USD,STD,INDL,C,011264,2016-08-31,WALGREENS BOOTS ALLIANCE INC,WBA,456110,323.0000,18705.0000,,4173.0000,6537.0000,117351.0000,117351.0000,1082.9870,360.0000
A,USD,STD,INDL,C,011264,2017-08-31,WALGREENS BOOTS ALLIANCE INC,WBA,456110,251.0000,12684.0000,,4078.0000,6731.0000,118214.0000,118214.0000,1023.8490,345.0000
A,USD,STD,INDL,C,011264,2018-08-31,WALGREENS BOOTS ALLIANCE INC,WBA,456110,1966.0000,12431.0000,,5024.0000,6806.0000,131537.0000,131537.0000,952.1330,354.0000
A,USD,STD,INDL,C,011264,2019-08-31,WALGREENS BOOTS ALLIANCE INC,WBA,456110,5738.0000,11098.0000,,3982.0000,5718.0000,136866.0000,136866.0000,895.3880,342.0000
A,USD,STD,INDL,C,011264,2020-08-31,WALGREENS BOOTS ALLIANCE INC,WBA,456110,5998.0000,35196.0000,,456.0000,4164.0000,139537.0000,139537.0000,865.6040,331.0000
A,USD,STD,INDL,C,011264,2021-08-31,WALGREENS BOOTS ALLIANCE INC,WBA,456110,3601.0000,30802.0000,,2542.0000,4076.0000,132509.0000,132509.0000,865.3740,315.0000
A,USD,STD,INDL,C,011264,2022-08-31,WALGREENS BOOTS ALLIANCE INC,WBA,456110,3382.0000,33030.0000,,4337.0000,3421.0000,132703.0000,132703.0000,864.6390,325.0000
A,USD,STD,INDL,C,011264,2023-08-31,WALGREENS BOOTS ALLIANCE INC,WBA,456110,3322.0000,31187.0000,,-3080.0000,2095.0000,139081.0000,139081.0000,863.6740,331.0000
A,USD,STD,INDL,C,011264,2024-08-31,WALGREENS BOOTS ALLIANCE INC,WBA,456110,3961.0000,29883.0000,,-8636.0000,1126.0000,147658.0000,147658.0000,864.0000,312.0000
A,USD,STD,INDL,C,011672,2015-01-31,TJX COS INC (THE),TJX,458110,0.0000,1684.5970,,2215.1280,3606.5010,29078.4070,29078.4070,684.7330,198.0000
A,USD,STD,INDL,C,011672,2016-01-31,TJX COS INC (THE),TJX,458110,0.0000,1709.2680,,2277.6580,3704.7000,30944.9380,30944.9380,663.4960,216.0000
A,USD,STD,INDL,C,011672,2017-01-31,TJX COS INC (THE),TJX,458110,0.0000,2403.8310,,2298.2340,3849.5230,33183.7440,33183.7440,646.3190,235.0000
A,USD,STD,INDL,C,011672,2018-01-31,TJX COS INC (THE),TJX,458110,0.0000,2452.5240,,2607.9480,4087.4260,35864.6640,35864.6640,628.0090,249.0000
A,USD,STD,INDL,C,011672,2019-01-31,TJX COS INC (THE),TJX,458110,0.0000,2476.8740,,3059.7980,4218.1930,38972.9340,38972.9340,1217.1830,270.0000
A,USD,STD,INDL,C,011672,2020-01-31,TJX COS INC (THE),TJX,458110,1411.2160,10053.2580,,3272.1930,4416.2090,41716.9770,41716.9770,1199.1000,286.0000
A,USD,STD,INDL,C,011672,2021-01-31,TJX COS INC (THE),TJX,458110,2427.2890,13076.1370,,90.4700,470.2300,32136.9620,32136.9620,1204.6980,320.0000
A,USD,STD,INDL,C,011672,2022-01-31,TJX COS INC (THE),TJX,458110,1576.5610,10930.4310,,3282.8150,4513.9320,48549.9820,48549.9820,1181.1890,340.0000
A,USD,STD,INDL,C,011672,2023-01-31,TJX COS INC (THE),TJX,458110,2110.0000,10634.0000,,3498.0000,4860.0000,49936.0000,49936.0000,1155.4380,329.0000
A,USD,STD,INDL,C,011672,2024-01-31,TJX COS INC (THE),TJX,458110,1620.0000,10922.0000,,4474.0000,5797.0000,54217.0000,54217.0000,1133.5870,349.0000
A,USD,STD,INDL,C,011672,2025-01-31,TJX COS INC (THE),TJX,458110,1636.0000,11142.0000,,4864.0000,6302.0000,56360.0000,56360.0000,1119.3340,364.0000
A,USD,STD,FS,C,011856,2014-12-31,TRUIST FINANCIAL CORP,TFC,522110,4832.0000,22197.0000,,,,9926.0000,,,33.4000
A,USD,STD,INDL,C,011856,2014-12-31,TRUIST FINANCIAL CORP,TFC,522110,4832.0000,22197.0000,,2151.0000,4621.0000,9926.0000,9926.0000,720.6980,33.4000
A,USD,STD,FS,C,011856,2015-12-31,TRUIST FINANCIAL CORP,TFC,522110,9064.0000,18298.0000,,,,10372.0000,,,37.2000
A,USD,STD,INDL,C,011856,2015-12-31,TRUIST FINANCIAL CORP,TFC,522110,9064.0000,18298.0000,,2084.0000,4571.0000,10372.0000,10372.0000,780.3370,37.2000
A,USD,STD,FS,C,011856,2016-12-31,TRUIST FINANCIAL CORP,TFC,522110,5102.0000,18269.0000,,,,11538.0000,,,37.5000
A,USD,STD,INDL,C,011856,2016-12-31,TRUIST FINANCIAL CORP,TFC,522110,5102.0000,18269.0000,,2426.0000,4916.0000,11538.0000,11538.0000,809.4750,37.5000
A,USD,STD,FS,C,011856,2017-12-31,TRUIST FINANCIAL CORP,TFC,522110,7384.0000,21202.0000,,,,12156.0000,,,36.4840
A,USD,STD,INDL,C,011856,2017-12-31,TRUIST FINANCIAL CORP,TFC,522110,7384.0000,21202.0000,,2394.0000,5315.0000,12156.0000,12156.0000,782.0060,36.4840
A,USD,STD,FS,C,011856,2018-12-31,TRUIST FINANCIAL CORP,TFC,522110,10015.0000,18872.0000,,,,12996.0000,,,35.8520
A,USD,STD,INDL,C,011856,2018-12-31,TRUIST FINANCIAL CORP,TFC,522110,10015.0000,18872.0000,,3237.0000,5366.0000,12996.0000,12996.0000,763.3260,35.8520
A,USD,STD,FS,C,011856,2019-12-31,TRUIST FINANCIAL CORP,TFC,522110,24611.0000,37190.0000,,,,14682.0000,,,59.0000
A,USD,STD,INDL,C,011856,2019-12-31,TRUIST FINANCIAL CORP,TFC,522110,24611.0000,37190.0000,,3224.0000,5721.0000,14682.0000,14682.0000,1342.1660,59.0000
A,USD,STD,FS,C,011856,2020-12-31,TRUIST FINANCIAL CORP,TFC,522110,11465.0000,36120.0000,,,,24433.0000,,,54.9820
A,USD,STD,INDL,C,011856,2020-12-31,TRUIST FINANCIAL CORP,TFC,522110,11465.0000,36120.0000,,4482.0000,9234.0000,24433.0000,24433.0000,1348.9610,54.9820
A,USD,STD,FS,C,011856,2021-12-31,TRUIST FINANCIAL CORP,TFC,522110,11652.0000,31153.0000,,,,23027.0000,,,52.6410
A,USD,STD,INDL,C,011856,2021-12-31,TRUIST FINANCIAL CORP,TFC,522110,11652.0000,31153.0000,,6440.0000,11779.0000,23027.0000,23027.0000,1327.8180,52.6410
A,USD,STD,FS,C,011856,2022-12-31,TRUIST FINANCIAL CORP,TFC,522110,28073.0000,40097.0000,,,,25282.0000,,,55.1260
A,USD,STD,INDL,C,011856,2022-12-31,TRUIST FINANCIAL CORP,TFC,522110,28073.0000,40097.0000,,6260.0000,11129.0000,25282.0000,25282.0000,1326.8290,55.1260
A,USD,STD,FS,C,011856,2023-12-31,TRUIST FINANCIAL CORP,TFC,522110,34441.0000,30713.0000,,,,33246.0000,,,50.8320
A,USD,STD,INDL,C,011856,2023-12-31,TRUIST FINANCIAL CORP,TFC,522110,34441.0000,30713.0000,,-1091.0000,10288.0000,33246.0000,33246.0000,1333.7430,50.8320
A,USD,STD,FS,C,011856,2024-12-31,TRUIST FINANCIAL CORP,TFC,522110,34646.0000,30816.0000,,,,24253.0000,,,38.3350
A,USD,STD,INDL,C,011856,2024-12-31,TRUIST FINANCIAL CORP,TFC,522110,34646.0000,30816.0000,,4818.0000,2894.0000,24253.0000,24253.0000,1315.9360,38.3350
A,USD,STD,FS,C,012124,2014-12-31,MORGAN STANLEY,MS,523110,72210.0000,152772.0000,0.0000,,,37661.0000,,,55.8020
A,USD,STD,INDL,C,012124,2014-12-31,MORGAN STANLEY,MS,523110,200331.0000,132032.0000,,3467.0000,10806.0000,37661.0000,37661.0000,1950.9800,55.8020
A,USD,STD,FS,C,012124,2015-12-31,MORGAN STANLEY,MS,523110,61261.0000,131372.0000,0.0000,,,37968.0000,,,56.2180
A,USD,STD,INDL,C,012124,2015-12-31,MORGAN STANLEY,MS,523110,170400.0000,131372.0000,,6127.0000,11230.0000,37968.0000,37968.0000,1920.0240,56.2180
A,USD,STD,FS,C,012124,2016-12-31,MORGAN STANLEY,MS,523110,81696.0000,138648.0000,0.0000,,,37949.0000,,,55.3110
A,USD,STD,INDL,C,012124,2016-12-31,MORGAN STANLEY,MS,523110,189628.0000,138648.0000,,5979.0000,12083.0000,37949.0000,37949.0000,1852.4820,55.3110
A,USD,STD,FS,C,012124,2017-12-31,MORGAN STANLEY,MS,523110,81813.0000,167193.0000,0.0000,,,43642.0000,,,57.6330
A,USD,STD,INDL,C,012124,2017-12-31,MORGAN STANLEY,MS,523110,190553.0000,167193.0000,,6111.0000,15913.0000,43642.0000,43642.0000,1788.0870,57.6330
A,USD,STD,FS,C,012124,2018-12-31,MORGAN STANLEY,MS,523110,75998.0000,163423.0000,0.0000,,,50193.0000,,,60.3480
A,USD,STD,INDL,C,012124,2018-12-31,MORGAN STANLEY,MS,523110,185151.0000,163423.0000,,8748.0000,20068.0000,50193.0000,50193.0000,1699.8290,60.3480
A,USD,STD,FS,C,012124,2019-12-31,MORGAN STANLEY,MS,523110,77169.0000,174436.0000,0.0000,,,53823.0000,,,60.4310
A,USD,STD,INDL,C,012124,2019-12-31,MORGAN STANLEY,MS,523110,186648.0000,174436.0000,,9042.0000,21820.0000,53823.0000,53823.0000,1593.9740,60.4310
A,USD,STD,FS,C,012124,2020-12-31,MORGAN STANLEY,MS,523110,78519.0000,194474.0000,0.0000,,,52047.0000,,,68.0970
A,USD,STD,INDL,C,012124,2020-12-31,MORGAN STANLEY,MS,523110,219761.0000,194474.0000,,10996.0000,17545.0000,52047.0000,52047.0000,1809.6240,68.0970
A,USD,STD,FS,C,012124,2021-12-31,MORGAN STANLEY,MS,523110,82149.0000,218323.0000,0.0000,,,61121.0000,,,74.8140
A,USD,STD,INDL,C,012124,2021-12-31,MORGAN STANLEY,MS,523110,210373.0000,218323.0000,,15034.0000,21081.0000,61121.0000,61121.0000,1772.2270,74.8140
A,USD,STD,FS,C,012124,2022-12-31,MORGAN STANLEY,MS,523110,85635.0000,219858.0000,0.0000,,,65936.0000,,,82.4270
A,USD,STD,INDL,C,012124,2022-12-31,MORGAN STANLEY,MS,523110,217193.0000,219858.0000,,11029.0000,25202.0000,65936.0000,65936.0000,1675.4870,82.4270
A,USD,STD,FS,C,012124,2023-12-31,MORGAN STANLEY,MS,523110,85990.0000,245810.0000,0.0000,,,96194.0000,,,80.0060
A,USD,STD,INDL,C,012124,2023-12-31,MORGAN STANLEY,MS,523110,223975.0000,245810.0000,,9087.0000,46476.0000,96194.0000,96194.0000,1626.8280,80.0060
A,USD,STD,FS,C,012124,2024-12-31,MORGAN STANLEY,MS,523110,76500.0000,267323.0000,0.0000,,,107285.0000,,,80.4780
A,USD,STD,INDL,C,012124,2024-12-31,MORGAN STANLEY,MS,523110,212197.0000,267323.0000,,13390.0000,52788.0000,107285.0000,107285.0000,1606.6540,80.4780
A,USD,STD,INDL,C,012141,2015-06-30,MICROSOFT CORP,MSFT,513210,7484.0000,27808.0000,,12193.0000,28172.0000,93580.0000,93580.0000,8027.0000,118.0000
A,USD,STD,INDL,C,012141,2016-06-30,MICROSOFT CORP,MSFT,513210,12929.0000,41544.0000,,16798.0000,21292.0000,85320.0000,85320.0000,7808.0000,114.0000
A,USD,STD,INDL,C,012141,2017-06-30,MICROSOFT CORP,MSFT,513210,10234.0000,78473.0000,,21204.0000,22632.0000,89950.0000,89950.0000,7708.0000,124.0000
A,USD,STD,INDL,C,012141,2018-06-30,MICROSOFT CORP,MSFT,513210,5573.0000,81935.0000,,16571.0000,35058.0000,110360.0000,110360.0000,7677.0000,131.0000
A,USD,STD,INDL,C,012141,2019-06-30,MICROSOFT CORP,MSFT,513210,7348.0000,79107.0000,,39240.0000,42959.0000,125843.0000,125843.0000,7643.0000,144.0000
A,USD,STD,INDL,C,012141,2020-06-30,MICROSOFT CORP,MSFT,513210,5905.0000,76205.0000,,44281.0000,52959.0000,143015.0000,143015.0000,7571.0000,163.0000
A,USD,STD,INDL,C,012141,2021-06-30,MICROSOFT CORP,MSFT,513210,10825.0000,71453.0000,,61271.0000,69916.0000,168088.0000,168088.0000,7519.0000,181.0000
A,USD,STD,INDL,C,012141,2022-06-30,MICROSOFT CORP,MSFT,513210,6037.0000,72363.0000,,72738.0000,83509.0000,198270.0000,198270.0000,7464.0000,221.0000
A,USD,STD,INDL,C,012141,2023-06-30,MICROSOFT CORP,MSFT,513210,8853.0000,70588.0000,,72361.0000,89694.0000,211915.0000,211915.0000,7432.0000,221.0000
A,USD,STD,INDL,C,012141,2024-06-30,MICROSOFT CORP,MSFT,513210,14871.0000,82981.0000,,88136.0000,109433.0000,245122.0000,245122.0000,7434.0000,228.0000
A,USD,STD,INDL,C,012141,2025-06-30,MICROSOFT CORP,MSFT,513210,11595.0000,100589.0000,,101832.0000,128528.0000,281724.0000,281724.0000,7434.0000,228.0000
A,USD,STD,INDL,C,012142,2015-05-31,ORACLE CORP,ORCL,513210,1999.0000,39959.0000,,9938.0000,14209.0000,38226.0000,38226.0000,4343.0000,132.0000
A,USD,STD,INDL,C,012142,2016-05-31,ORACLE CORP,ORCL,513210,3750.0000,40105.0000,,8901.0000,13046.0000,37047.0000,37047.0000,4131.0000,136.0000
A,USD,STD,INDL,C,012142,2017-05-31,ORACLE CORP,ORCL,513210,9797.0000,48112.0000,,9335.0000,13167.0000,37728.0000,37728.0000,4137.0000,138.0000
A,USD,STD,INDL,C,012142,2018-05-31,ORACLE CORP,ORCL,513210,4491.0000,56128.0000,,3825.0000,14267.0000,39831.0000,39831.0000,3997.0000,137.0000
A,USD,STD,INDL,C,012142,2019-05-31,ORACLE CORP,ORCL,513210,4494.0000,51673.0000,,11083.0000,13957.0000,39506.0000,39506.0000,3359.0000,136.0000
A,USD,STD,INDL,C,012142,2020-05-31,ORACLE CORP,ORCL,513210,2946.0000,70749.0000,,10135.0000,14139.0000,39068.0000,39068.0000,3067.0000,135.0000
A,USD,STD,INDL,C,012142,2021-05-31,ORACLE CORP,ORCL,513210,8914.0000,78113.0000,,13746.0000,15648.0000,40479.0000,40479.0000,2814.0000,132.0000
A,USD,STD,INDL,C,012142,2022-05-31,ORACLE CORP,ORCL,513210,4476.0000,75041.0000,,6717.0000,15826.0000,42440.0000,42440.0000,2665.0000,143.0000
A,USD,STD,INDL,C,012142,2023-05-31,ORACLE CORP,ORCL,513210,4926.0000,90404.0000,,8503.0000,13593.0000,49954.0000,49954.0000,2713.0000,164.0000
A,USD,STD,INDL,C,012142,2024-05-31,ORACLE CORP,ORCL,513210,11905.0000,82564.0000,,10467.0000,15745.0000,52961.0000,52961.0000,2755.0000,159.0000
A,USD,STD,INDL,C,012142,2025-05-31,ORACLE CORP,ORCL,513210,9442.0000,99533.0000,,12443.0000,17951.0000,57399.0000,57399.0000,2807.0000,162.0000
A,USD,STD,FS,C,013341,2014-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,0.0000,2164.7000,0.0000,,,19397.5000,,,26.5010
A,USD,STD,INDL,C,013341,2014-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,0.0000,2164.7000,,1281.0000,2029.1000,19377.3000,19377.3000,587.8000,26.5010
A,USD,STD,FS,C,013341,2015-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,27.2000,2680.7000,0.0000,,,20859.1000,,,28.5800
A,USD,STD,INDL,C,013341,2015-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,27.2000,2680.7000,,1267.6000,2050.5000,20833.9000,20833.9000,583.6000,28.5800
A,USD,STD,FS,C,013341,2016-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,25.0000,3123.2000,0.0000,,,23442.7000,,,31.7210
A,USD,STD,INDL,C,013341,2016-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,25.0000,3123.2000,,1031.0000,1610.0000,23417.4000,23417.4000,579.9000,31.7210
A,USD,STD,FS,C,013341,2017-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,25.0000,3281.3000,0.0000,,,26841.6000,,,33.6560
A,USD,STD,INDL,C,013341,2017-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,25.0000,3281.3000,,1592.2000,2291.8000,26814.9000,26814.9000,581.7000,33.6560
A,USD,STD,FS,C,013341,2018-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,0.0000,4404.9000,0.0000,,,31980.8000,,,37.3460
A,USD,STD,INDL,C,013341,2018-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,0.0000,4404.9000,,2615.3000,3330.1000,31954.7000,31954.7000,583.2000,37.3460
A,USD,STD,FS,C,013341,2019-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,,4608.6000,0.0000,,,39022.3000,,,41.5710
A,USD,STD,INDL,C,013341,2019-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,0.0000,4608.6000,,3970.3000,5350.0000,38997.7000,38997.7000,584.6000,41.5710
A,USD,STD,FS,C,013341,2020-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,499.8000,5075.3000,0.0000,,,42658.1000,,,43.3260
A,USD,STD,INDL,C,013341,2020-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,499.8000,5075.3000,,5704.6000,7390.2000,42638.1000,42638.1000,585.2000,43.3260
A,USD,STD,FS,C,013341,2021-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,,5079.7000,0.0000,,,47702.0000,,,49.0770
A,USD,STD,INDL,C,013341,2021-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,0.0000,5079.7000,,3350.9000,4428.6000,47676.5000,47676.5000,584.4000,49.0770
A,USD,STD,FS,C,013341,2022-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,,6525.5000,0.0000,,,49610.7000,,,55.0630
A,USD,STD,INDL,C,013341,2022-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,0.0000,6525.5000,,721.5000,1390.4000,49586.4000,49586.4000,584.9000,55.0630
A,USD,STD,FS,C,013341,2023-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,,7065.8000,0.0000,,,62108.5000,,,61.4320
A,USD,STD,INDL,C,013341,2023-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,0.0000,7065.8000,,3902.4000,5172.1000,62082.3000,62082.3000,585.3000,61.4320
A,USD,STD,FS,C,013341,2024-12-31,PROGRESSIVE CORP-OHIO,PGR,524126,,7089.0000,0.0000,,,75372.0000,,,66.3080
