costat,curcd,datafmt,indfmt,consol,gvkey,datadate,conm,tic,naics,dlc,dltt,prc,ni,oiadp,revt,sale,csho,emp
A,USD,STD,INDL,C,001078,2014-12-31,ABBOTT LABORATORIES,ABT,334510,4437.0000,3408.0000,,2284.0000,2927.0000,20247.0000,20247.0000,1508.0350,77.0000
A,USD,STD,INDL,C,001078,2015-12-31,ABBOTT LABORATORIES,ABT,334510,3130.0000,5871.0000,,4423.0000,3372.0000,20405.0000,20405.0000,1472.6650,74.0000
A,USD,STD,INDL,C,001078,2016-12-31,ABBOTT LABORATORIES,ABT,334510,1325.0000,20681.0000,,1400.0000,3622.0000,20853.0000,20853.0000,1472.8690,75.0000
A,USD,STD,INDL,C,001078,2017-12-31,ABBOTT LABORATORIES,ABT,334510,714.0000,27210.0000,,477.0000,3996.0000,27390.0000,27390.0000,1743.6020,99.0000
A,USD,STD,INDL,C,001078,2018-12-31,ABBOTT LABORATORIES,ABT,334510,207.0000,19359.0000,,2368.0000,4284.0000,30578.0000,30578.0000,1755.6190,103.0000
A,USD,STD,INDL,C,001078,2019-12-31,ABBOTT LABORATORIES,ABT,334510,1683.0000,17416.0000,,3687.0000,5041.0000,31904.0000,31904.0000,1762.5030,107.0000
A,USD,STD,INDL,C,001078,2020-12-31,ABBOTT LABORATORIES,ABT,334510,461.0000,19429.0000,,4495.0000,5785.0000,34608.0000,34608.0000,1771.2300,109.0000
A,USD,STD,INDL,C,001078,2021-12-31,ABBOTT LABORATORIES,ABT,334510,999.0000,18252.0000,,7071.0000,8966.0000,43075.0000,43075.0000,1764.0820,113.0000
A,USD,STD,INDL,C,001078,2022-12-31,ABBOTT LABORATORIES,ABT,334510,2481.0000,15465.0000,,6933.0000,9046.0000,43653.0000,43653.0000,1737.7950,115.0000
A,USD,STD,INDL,C,001078,2023-12-31,ABBOTT LABORATORIES,ABT,334510,1325.0000,14548.0000,,5723.0000,6793.0000,40109.0000,40109.0000,1734.0760,114.0000
A,USD,STD,INDL,C,001078,2024-12-31,ABBOTT LABORATORIES,ABT,334510,1754.0000,13521.0000,,13402.0000,7054.0000,41950.0000,41950.0000,1731.6980,114.0000
A,USD,STD,INDL,C,001300,2014-12-31,HONEYWELL INTERNATIONAL INC,HON,999977,2637.0000,6046.0000,,4239.0000,6429.0000,40306.0000,40306.0000,782.2000,127.0000
A,USD,STD,INDL,C,001300,2015-12-31,HONEYWELL INTERNATIONAL INC,HON,999977,6514.0000,5554.0000,,4768.0000,7374.0000,38581.0000,38581.0000,770.4000,129.0000
A,USD,STD,INDL,C,001300,2016-12-31,HONEYWELL INTERNATIONAL INC,HON,999977,3593.0000,12182.0000,,4809.0000,7331.0000,39302.0000,39302.0000,760.8000,131.0000
A,USD,STD,INDL,C,001300,2017-12-31,HONEYWELL INTERNATIONAL INC,HON,999977,5309.0000,12573.0000,,1655.0000,8122.0000,40534.0000,40534.0000,750.9000,131.0000
A,USD,STD,INDL,C,001300,2018-12-31,HONEYWELL INTERNATIONAL INC,HON,999977,6458.0000,9756.0000,,6765.0000,7755.0000,41802.0000,41802.0000,729.6000,114.0000
A,USD,STD,INDL,C,001300,2019-12-31,HONEYWELL INTERNATIONAL INC,HON,999977,5063.0000,11644.0000,,6143.0000,7397.0000,36709.0000,36709.0000,711.1000,113.0000
A,USD,STD,INDL,C,001300,2020-12-31,HONEYWELL INTERNATIONAL INC,HON,999977,6229.0000,16983.0000,,4779.0000,6271.0000,32637.0000,32637.0000,696.8000,103.0000
A,USD,STD,INDL,C,001300,2021-12-31,HONEYWELL INTERNATIONAL INC,HON,999977,5530.0000,15101.0000,,5542.0000,6769.0000,34392.0000,34392.0000,684.8000,99.0000
A,USD,STD,INDL,C,001300,2022-12-31,HONEYWELL INTERNATIONAL INC,HON,999977,4639.0000,15898.0000,,4966.0000,7308.0000,35466.0000,35466.0000,667.6000,97.0000
A,USD,STD,INDL,C,001300,2023-12-31,HONEYWELL INTERNATIONAL INC,HON,999977,4077.0000,17459.0000,,5658.0000,7084.0000,36662.0000,36662.0000,651.8000,95.0000
A,USD,STD,INDL,C,001300,2024-12-31,HONEYWELL INTERNATIONAL INC,HON,999977,5819.0000,26406.0000,,5705.0000,7708.0000,38498.0000,38498.0000,649.8000,102.0000
A,USD,STD,FS,C,001447,2014-12-31,AMERICAN EXPRESS CO,AXP,522210,15559.0000,45876.0000,0.0000,,,35280.0000,,,54.0000
A,USD,STD,INDL,C,001447,2014-12-31,AMERICAN EXPRESS CO,AXP,522210,15559.0000,45876.0000,,5885.0000,8963.0000,35280.0000,35280.0000,1023.0000,54.0000
A,USD,STD,FS,C,001447,2015-12-31,AMERICAN EXPRESS CO,AXP,522210,11626.0000,41247.0000,0.0000,,,34441.0000,,,54.8000
A,USD,STD,INDL,C,001447,2015-12-31,AMERICAN EXPRESS CO,AXP,522210,11626.0000,41247.0000,,5163.0000,8968.0000,34441.0000,34441.0000,969.0000,54.8000
A,USD,STD,FS,C,001447,2016-12-31,AMERICAN EXPRESS CO,AXP,522210,21305.0000,31266.0000,0.0000,,,33823.0000,,,56.4000
A,USD,STD,INDL,C,001447,2016-12-31,AMERICAN EXPRESS CO,AXP,522210,21305.0000,31266.0000,,5408.0000,8074.0000,33823.0000,33823.0000,904.0000,56.4000
A,USD,STD,FS,C,001447,2017-12-31,AMERICAN EXPRESS CO,AXP,522210,15212.0000,43870.0000,0.0000,,,35583.0000,,,55.0000
A,USD,STD,INDL,C,001447,2017-12-31,AMERICAN EXPRESS CO,AXP,522210,15212.0000,43870.0000,,2736.0000,8297.0000,35583.0000,35583.0000,859.0000,55.0000
A,USD,STD,FS,C,001447,2018-12-31,AMERICAN EXPRESS CO,AXP,522210,14415.0000,47108.0000,0.0000,,,43281.0000,,,59.0000
A,USD,STD,INDL,C,001447,2018-12-31,AMERICAN EXPRESS CO,AXP,522210,14415.0000,47108.0000,,6921.0000,8967.0000,43281.0000,43281.0000,847.0000,59.0000
A,USD,STD,FS,C,001447,2019-12-31,AMERICAN EXPRESS CO,AXP,522210,22057.0000,43003.0000,0.0000,,,47020.0000,,,64.5000
A,USD,STD,INDL,C,001447,2019-12-31,AMERICAN EXPRESS CO,AXP,522210,22057.0000,43003.0000,,6759.0000,9582.0000,47020.0000,47020.0000,810.0000,64.5000
A,USD,STD,FS,C,001447,2020-12-31,AMERICAN EXPRESS CO,AXP,522210,13707.0000,32227.0000,0.0000,,,38185.0000,,,63.7000
A,USD,STD,INDL,C,001447,2020-12-31,AMERICAN EXPRESS CO,AXP,522210,13707.0000,32227.0000,,3135.0000,4929.0000,38185.0000,38185.0000,805.0000,63.7000
A,USD,STD,FS,C,001447,2021-12-31,AMERICAN EXPRESS CO,AXP,522210,16426.0000,25613.0000,0.0000,,,44430.0000,,,64.0000
A,USD,STD,INDL,C,001447,2021-12-31,AMERICAN EXPRESS CO,AXP,522210,16426.0000,25613.0000,,8060.0000,10121.0000,43663.0000,43663.0000,761.0000,64.0000
A,USD,STD,FS,C,001447,2022-12-31,AMERICAN EXPRESS CO,AXP,522210,9859.0000,35035.0000,0.0000,,,55323.0000,,,77.3000
A,USD,STD,INDL,C,001447,2022-12-31,AMERICAN EXPRESS CO,AXP,522210,9859.0000,35035.0000,,7514.0000,10787.0000,55625.0000,55625.0000,743.0000,77.3000
A,USD,STD,FS,C,001447,2023-12-31,AMERICAN EXPRESS CO,AXP,522210,21545.0000,38437.0000,0.0000,,,67212.0000,,,74.6000
A,USD,STD,INDL,C,001447,2023-12-31,AMERICAN EXPRESS CO,AXP,522210,21545.0000,38437.0000,,8374.0000,13127.0000,67364.0000,67364.0000,723.0000,74.6000
A,USD,STD,FS,C,001447,2024-12-31,AMERICAN EXPRESS CO,AXP,522210,17392.0000,38091.0000,0.0000,,,74201.0000,,,75.1000
A,USD,STD,INDL,C,001447,2024-12-31,AMERICAN EXPRESS CO,AXP,522210,17392.0000,38091.0000,,10129.0000,17062.0000,74201.0000,74201.0000,702.0000,75.1000
A,USD,STD,FS,C,001487,2014-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,2018.0000,29199.0000,0.0000,,,64116.0000,,,65.0000
A,USD,STD,INDL,C,001487,2014-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,2018.0000,29199.0000,,7529.0000,10902.0000,63004.0000,63004.0000,1375.9270,65.0000
A,USD,STD,FS,C,001487,2015-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,,29350.0000,0.0000,,,58750.0000,,,66.4000
A,USD,STD,INDL,C,001487,2015-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,0.0000,29350.0000,,2196.0000,5136.0000,57817.0000,57817.0000,1193.9170,66.4000
A,USD,STD,FS,C,001487,2016-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,1164.0000,30177.0000,0.0000,,,53321.0000,,,56.4000
A,USD,STD,INDL,C,001487,2016-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,1164.0000,30177.0000,,-849.0000,2738.0000,53549.0000,53549.0000,995.3360,56.4000
A,USD,STD,FS,C,001487,2017-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,1339.0000,30907.0000,0.0000,,,50081.0000,,,49.8000
A,USD,STD,INDL,C,001487,2017-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,796.0000,31450.0000,,-6084.0000,2518.0000,49004.0000,49004.0000,899.0450,49.8000
A,USD,STD,FS,C,001487,2018-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,3515.0000,34425.0000,0.0000,,,47909.0000,,,49.6000
A,USD,STD,INDL,C,001487,2018-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,3515.0000,34425.0000,,-6.0000,2225.0000,47560.0000,47560.0000,866.6090,49.6000
A,USD,STD,FS,C,001487,2019-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,3500.0000,36083.0000,0.0000,,,49987.0000,,,46.0000
A,USD,STD,INDL,C,001487,2019-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,3500.0000,36083.0000,,3348.0000,6617.0000,49310.0000,49310.0000,869.9990,46.0000
A,USD,STD,FS,C,001487,2020-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,3600.0000,38578.0000,0.0000,,,44379.0000,,,45.0000
A,USD,STD,INDL,C,001487,2020-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,3600.0000,38578.0000,,-5944.0000,2865.0000,43358.0000,43358.0000,861.5580,45.0000
A,USD,STD,FS,C,001487,2021-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,7300.0000,31353.0000,0.0000,,,52521.0000,,,36.6000
A,USD,STD,INDL,C,001487,2021-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,7300.0000,31353.0000,,9388.0000,11322.0000,52046.0000,52046.0000,818.6870,36.6000
A,USD,STD,FS,C,001487,2022-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,9200.0000,26730.0000,0.0000,,,56879.0000,,,26.2000
A,USD,STD,INDL,C,001487,2022-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,4600.0000,26730.0000,,10276.0000,16488.0000,56332.0000,56332.0000,734.1280,26.2000
A,USD,STD,FS,C,001487,2023-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,8550.0000,23056.0000,0.0000,,,48230.0000,,,25.2000
A,USD,STD,INDL,C,001487,2023-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,2850.0000,23056.0000,,3643.0000,5039.0000,46682.0000,46682.0000,688.8400,25.2000
A,USD,STD,FS,C,001487,2024-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,398.0000,9392.0000,0.0000,,,27535.0000,,,22.2000
A,USD,STD,INDL,C,001487,2024-12-31,AMERICAN INTERNATIONAL GROUP,AIG,524126,398.0000,9392.0000,,-1404.0000,4285.0000,27004.0000,27004.0000,606.1590,22.2000
A,USD,STD,INDL,C,001602,2014-12-31,AMGEN INC,AMGN,325414,500.0000,30215.0000,,5158.0000,6864.0000,20063.0000,20063.0000,760.4000,17.9000
A,USD,STD,INDL,C,001602,2015-12-31,AMGEN INC,AMGN,325414,2250.0000,29306.0000,,6939.0000,8603.0000,21662.0000,21662.0000,754.0000,17.9000
A,USD,STD,INDL,C,001602,2016-12-31,AMGEN INC,AMGN,325414,4403.0000,30193.0000,,7722.0000,9895.0000,22991.0000,22991.0000,738.2000,19.2000
A,USD,STD,INDL,C,001602,2017-12-31,AMGEN INC,AMGN,325414,1152.0000,34190.0000,,1979.0000,10497.0000,22849.0000,22849.0000,722.2000,20.8000
A,USD,STD,INDL,C,001602,2018-12-31,AMGEN INC,AMGN,325414,4419.0000,29510.0000,,8394.0000,10563.0000,23747.0000,23747.0000,629.6000,21.5000
A,USD,STD,INDL,C,001602,2019-12-31,AMGEN INC,AMGN,325414,3093.0000,27338.0000,,7842.0000,9721.0000,23362.0000,23362.0000,591.4000,23.4000
A,USD,STD,INDL,C,001602,2020-12-31,AMGEN INC,AMGN,325414,244.0000,33201.0000,,7264.0000,9136.0000,25424.0000,25424.0000,578.3000,24.3000
A,USD,STD,INDL,C,001602,2021-12-31,AMGEN INC,AMGN,325414,232.0000,33747.0000,,5893.0000,9274.0000,25979.0000,25979.0000,558.3000,24.2000
A,USD,STD,INDL,C,001602,2022-12-31,AMGEN INC,AMGN,325414,1747.0000,37893.0000,,6552.0000,10090.0000,26323.0000,26323.0000,534.0000,25.2000
A,USD,STD,INDL,C,001602,2023-12-31,AMGEN INC,AMGN,325414,1562.0000,63861.0000,,6717.0000,9902.0000,28190.0000,28190.0000,535.4000,26.7000
A,USD,STD,INDL,C,001602,2024-12-31,AMGEN INC,AMGN,325414,3657.0000,57222.0000,,4090.0000,9906.0000,33424.0000,33424.0000,536.9000,28.0000
A,USD,STD,INDL,C,001690,2015-09-30,APPLE INC,AAPL,334220,10999.0000,53463.0000,,53394.0000,71230.0000,233715.0000,233715.0000,5578.7530,110.0000
A,USD,STD,INDL,C,001690,2016-09-30,APPLE INC,AAPL,334220,11605.0000,75427.0000,,45687.0000,59476.0000,215091.0000,215091.0000,5336.1660,116.0000
A,USD,STD,INDL,C,001690,2017-09-30,APPLE INC,AAPL,334220,18473.0000,97207.0000,,48351.0000,61344.0000,229234.0000,229234.0000,5126.2010,123.0000
A,USD,STD,INDL,C,001690,2018-09-30,APPLE INC,AAPL,334220,20748.0000,93735.0000,,59531.0000,70662.0000,265359.0000,265359.0000,4754.9860,132.0000
A,USD,STD,INDL,C,001690,2019-09-30,APPLE INC,AAPL,334220,16240.0000,91807.0000,,55256.0000,63930.0000,260174.0000,260174.0000,4443.2360,137.0000
A,USD,STD,INDL,C,001690,2020-09-30,APPLE INC,AAPL,334220,15229.0000,107049.0000,,57411.0000,66288.0000,274515.0000,274515.0000,16976.7630,147.0000
A,USD,STD,INDL,C,001690,2021-09-30,APPLE INC,AAPL,334220,17141.0000,119381.0000,,94680.0000,108949.0000,365817.0000,365817.0000,16426.7860,154.0000
A,USD,STD,INDL,C,001690,2022-09-30,APPLE INC,AAPL,334220,22773.0000,109707.0000,,99803.0000,119437.0000,394328.0000,394328.0000,15943.4250,164.0000
A,USD,STD,INDL,C,001690,2023-09-30,APPLE INC,AAPL,334220,17382.0000,106548.0000,,96995.0000,114301.0000,383285.0000,383285.0000,15550.0610,161.0000
A,USD,STD,INDL,C,001690,2024-09-30,APPLE INC,AAPL,334220,22511.0000,96548.0000,,93736.0000,123216.0000,391035.0000,391035.0000,15116.7860,164.0000
A,USD,STD,INDL,C,001722,2014-12-31,ARCHER-DANIELS-MIDLAND CO,ADM,31122,132.0000,5558.0000,,2248.0000,2959.0000,81201.0000,81201.0000,637.0000,33.9000
A,USD,STD,INDL,C,001722,2015-12-31,ARCHER-DANIELS-MIDLAND CO,ADM,31122,98.0000,5779.0000,,1849.0000,2010.0000,67702.0000,67702.0000,595.0000,32.3000
A,USD,STD,INDL,C,001722,2016-12-31,ARCHER-DANIELS-MIDLAND CO,ADM,31122,427.0000,6504.0000,,1279.0000,1663.0000,62346.0000,62346.0000,573.0000,31.8000
A,USD,STD,INDL,C,001722,2017-12-31,ARCHER-DANIELS-MIDLAND CO,ADM,31122,870.0000,6623.0000,,1595.0000,1513.0000,60828.0000,60828.0000,557.0000,31.3000
A,USD,STD,INDL,C,001722,2018-12-31,ARCHER-DANIELS-MIDLAND CO,ADM,31122,690.0000,7698.0000,,1810.0000,2020.0000,64341.0000,64341.0000,559.0000,31.6000
A,USD,STD,INDL,C,001722,2019-12-31,ARCHER-DANIELS-MIDLAND CO,ADM,31122,1424.0000,8453.0000,,1379.0000,1671.0000,64656.0000,64656.0000,557.0000,38.1000
A,USD,STD,INDL,C,001722,2020-12-31,ARCHER-DANIELS-MIDLAND CO,ADM,31122,2305.0000,8748.0000,,1772.0000,1683.0000,64355.0000,64355.0000,556.0000,39.0880
A,USD,STD,INDL,C,001722,2021-12-31,ARCHER-DANIELS-MIDLAND CO,ADM,31122,1805.0000,8776.0000,,2709.0000,3038.0000,85249.0000,85249.0000,560.0000,40.7390
A,USD,STD,INDL,C,001722,2022-12-31,ARCHER-DANIELS-MIDLAND CO,ADM,31122,1737.0000,8551.0000,,4340.0000,4255.0000,101556.0000,101556.0000,547.0000,42.0010
A,USD,STD,INDL,C,001722,2023-12-31,ARCHER-DANIELS-MIDLAND CO,ADM,31122,406.0000,9190.0000,,3483.0000,4105.0000,93935.0000,93935.0000,513.0000,41.8020
A,USD,STD,INDL,C,001722,2024-12-31,ARCHER-DANIELS-MIDLAND CO,ADM,31122,2901.0000,8637.0000,,1800.0000,2053.0000,85530.0000,85530.0000,478.0000,44.0430
A,USD,STD,INDL,C,001773,2014-12-31,ARROW ELECTRONICS INC,ARW,423690,13.4540,2075.4530,,498.0450,880.0980,22768.6740,22768.6740,95.8950,17.0000
A,USD,STD,INDL,C,001773,2015-12-31,ARROW ELECTRONICS INC,ARW,423690,44.0240,2380.5750,,497.7260,893.2470,23282.0200,23282.0200,90.9230,18.5000
A,USD,STD,INDL,C,001773,2016-12-31,ARROW ELECTRONICS INC,ARW,423690,93.8270,2696.3340,,522.7500,932.1410,23825.2610,23825.2610,88.9130,18.7000
A,USD,STD,INDL,C,001773,2017-12-31,ARROW ELECTRONICS INC,ARW,423690,356.8060,2933.0450,,401.9620,1040.7440,26812.5080,26812.5080,87.6910,18.8000
A,USD,STD,INDL,C,001773,2018-12-31,ARROW ELECTRONICS INC,ARW,423690,246.2570,3239.1150,,716.1950,1211.4770,29676.7680,29676.7680,85.1910,20.1000
A,USD,STD,INDL,C,001773,2019-12-31,ARROW ELECTRONICS INC,ARW,423690,387.6990,2891.8010,,-204.0870,957.3480,28916.8470,28916.8470,80.6200,19.3000
A,USD,STD,INDL,C,001773,2020-12-31,ARROW ELECTRONICS INC,ARW,423690,229.4200,2358.5100,,584.4380,913.2260,28673.3630,28673.3630,74.8430,19.6000
A,USD,STD,INDL,C,001773,2021-12-31,ARROW ELECTRONICS INC,ARW,423690,449.5980,2466.1980,,1108.1970,1559.7380,34477.0180,34477.0180,68.0660,20.7000
A,USD,STD,INDL,C,001773,2022-12-31,ARROW ELECTRONICS INC,ARW,423690,659.3520,3410.0080,,1426.8840,2082.2350,37124.4220,37124.4220,59.2490,22.3000
A,USD,STD,INDL,C,001773,2023-12-31,ARROW ELECTRONICS INC,ARW,423690,1728.1860,2363.6630,,903.5050,1492.8800,33107.1200,33107.1200,53.8110,22.1000
A,USD,STD,INDL,C,001773,2024-12-31,ARROW ELECTRONICS INC,ARW,423690,418.9190,2972.2490,,392.0740,972.0470,27923.3240,27923.3240,52.1720,21.5200
A,USD,STD,FS,C,002176,2014-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,7444.0000,72765.0000,0.0000,,,194673.0000,,,315.9990
A,USD,STD,INDL,C,002176,2014-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,7444.0000,72765.0000,,19872.0000,31391.0000,194706.0000,194706.0000,2464.3640,315.9990
A,USD,STD,FS,C,002176,2015-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,6817.0000,77472.0000,0.0000,,,210821.0000,,,361.2700
A,USD,STD,INDL,C,002176,2015-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,6817.0000,77472.0000,,24083.0000,38583.0000,210943.0000,210943.0000,2465.0900,361.2700
A,USD,STD,FS,C,002176,2016-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,10256.0000,91388.0000,0.0000,,,224527.0000,,,367.6710
A,USD,STD,INDL,C,002176,2016-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,10256.0000,91388.0000,,24074.0000,36350.0000,223604.0000,223604.0000,2466.4810,367.6710
A,USD,STD,FS,C,002176,2017-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,18061.0000,84526.0000,0.0000,,,245075.0000,,,377.2910
A,USD,STD,INDL,C,002176,2017-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,18061.0000,84526.0000,,44940.0000,26294.0000,242137.0000,242137.0000,2467.2690,377.2910
A,USD,STD,FS,C,002176,2018-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,12212.0000,85278.0000,0.0000,,,223215.0000,,,389.3730
A,USD,STD,INDL,C,002176,2018-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,12212.0000,85278.0000,,4021.0000,10021.0000,225382.0000,225382.0000,2461.3940,389.3730
A,USD,STD,FS,C,002176,2019-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,10420.0000,98830.0000,0.0000,,,328399.0000,,,391.5390
A,USD,STD,INDL,C,002176,2019-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,10420.0000,98830.0000,,81417.0000,105481.0000,327223.0000,327223.0000,2437.4370,391.5390
A,USD,STD,FS,C,002176,2020-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,9398.0000,112966.0000,0.0000,,,286982.0000,,,360.1740
A,USD,STD,INDL,C,002176,2020-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,9398.0000,112966.0000,,42521.0000,70016.0000,286256.0000,286256.0000,2315.9400,360.1740
A,USD,STD,FS,C,002176,2021-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,6139.0000,113114.0000,0.0000,,,355631.0000,,,371.6530
A,USD,STD,INDL,C,002176,2021-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,6139.0000,113114.0000,,89795.0000,114863.0000,354636.0000,354636.0000,2216.1450,371.6530
A,USD,STD,FS,C,002176,2022-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,12962.0000,114873.0000,0.0000,,,236053.0000,,,383.0000
A,USD,STD,INDL,C,002176,2022-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,12962.0000,114873.0000,,-22819.0000,-28087.0000,234190.0000,234190.0000,2189.6000,382.6510
A,USD,STD,FS,C,002176,2023-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,13859.0000,119711.0000,0.0000,,,438310.0000,,,396.4400
A,USD,STD,INDL,C,002176,2023-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,13859.0000,119711.0000,,96223.0000,121896.0000,436337.0000,436337.0000,2162.2250,396.4400
A,USD,STD,FS,C,002176,2024-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,9366.0000,121392.0000,0.0000,,,426073.0000,,,392.3960
A,USD,STD,INDL,C,002176,2024-12-31,BERKSHIRE HATHAWAY,BRK.B,999977,9366.0000,121392.0000,,88995.0000,114371.0000,424232.0000,424232.0000,2157.3350,392.3960
A,USD,STD,INDL,C,002184,2015-01-31,BEST BUY CO INC,BBY,449210,41.0000,1580.0000,,1233.0000,1455.0000,40339.0000,40339.0000,351.4680,125.0000
A,USD,STD,INDL,C,002184,2016-01-31,BEST BUY CO INC,BBY,449210,395.0000,1339.0000,,897.0000,1505.0000,39528.0000,39528.0000,323.7790,125.0000
A,USD,STD,INDL,C,002184,2017-01-31,BEST BUY CO INC,BBY,449210,44.0000,1321.0000,,1228.0000,1733.0000,39403.0000,39403.0000,311.1080,125.0000
A,USD,STD,INDL,C,002184,2018-01-31,BEST BUY CO INC,BBY,449210,544.0000,811.0000,,1000.0000,1953.0000,42151.0000,42151.0000,282.9880,125.0000
A,USD,STD,INDL,C,002184,2019-01-31,BEST BUY CO INC,BBY,449210,56.0000,1332.0000,,1464.0000,1966.0000,42879.0000,42879.0000,265.7030,125.0000
A,USD,STD,INDL,C,002184,2020-01-31,BEST BUY CO INC,BBY,449210,674.0000,3395.0000,,1541.0000,2053.0000,43638.0000,43638.0000,256.4940,125.0000
A,USD,STD,INDL,C,002184,2021-01-31,BEST BUY CO INC,BBY,449210,817.0000,3265.0000,,1798.0000,2606.0000,47262.0000,47262.0000,257.0000,102.0000
A,USD,STD,INDL,C,002184,2022-01-31,BEST BUY CO INC,BBY,449210,661.0000,3277.0000,,2454.0000,3010.0000,51761.0000,51761.0000,227.4000,105.0000
A,USD,STD,INDL,C,002184,2023-01-31,BEST BUY CO INC,BBY,449210,654.0000,3324.0000,,1419.0000,1942.0000,46298.0000,46298.0000,218.1000,90.0000
A,USD,STD,INDL,C,002184,2024-01-31,BEST BUY CO INC,BBY,449210,631.0000,3351.0000,,1241.0000,1727.0000,43452.0000,43452.0000,215.4000,85.0000
A,USD,STD,INDL,C,002184,2025-01-31,BEST BUY CO INC,BBY,449210,627.0000,3426.0000,,927.0000,1734.0000,41528.0000,41528.0000,211.4000,85.0000
A,USD,STD,INDL,C,002285,2014-12-31,BOEING CO,BA,336411,929.0000,8141.0000,,5446.0000,7599.0000,90762.0000,90762.0000,706.7280,165.5000
A,USD,STD,INDL,C,002285,2015-12-31,BOEING CO,BA,336411,1234.0000,8730.0000,,5176.0000,7234.0000,96114.0000,96114.0000,666.6240,161.4000
A,USD,STD,INDL,C,002285,2016-12-31,BOEING CO,BA,336411,384.0000,9568.0000,,4895.0000,6832.0000,94571.0000,94571.0000,617.1520,150.5000
A,USD,STD,INDL,C,002285,2017-12-31,BOEING CO,BA,336411,1335.0000,9782.0000,,8197.0000,10123.0000,93392.0000,93392.0000,591.0390,140.8000
A,USD,STD,INDL,C,002285,2018-12-31,BOEING CO,BA,336411,3190.0000,10657.0000,,10460.0000,11870.0000,101127.0000,101127.0000,567.6410,153.0000
A,USD,STD,INDL,C,002285,2019-12-31,BOEING CO,BA,336411,7592.0000,20940.0000,,-636.0000,5952.0000,84818.0000,84818.0000,562.9090,161.1000
A,USD,STD,INDL,C,002285,2020-12-31,BOEING CO,BA,336411,1961.0000,62974.0000,,-11873.0000,-9422.0000,58656.0000,58656.0000,582.3200,141.0000
A,USD,STD,INDL,C,002285,2021-12-31,BOEING CO,BA,336411,1564.0000,58077.0000,,-4202.0000,-1016.0000,62272.0000,62272.0000,588.9170,142.0000
A,USD,STD,INDL,C,002285,2022-12-31,BOEING CO,BA,336411,5466.0000,53116.0000,,-4935.0000,-1756.0000,66608.0000,66608.0000,597.5900,156.0000
A,USD,STD,INDL,C,002285,2023-12-31,BOEING CO,BA,336411,5500.0000,48621.0000,,-2222.0000,706.0000,77794.0000,77794.0000,609.5150,171.0000
A,USD,STD,INDL,C,002285,2024-12-31,BOEING CO,BA,336411,1602.0000,54356.0000,,-11817.0000,-10172.0000,66960.0000,66960.0000,749.2160,172.0000
A,USD,STD,INDL,C,002403,2014-12-31,BRISTOL-MYERS SQUIBB CO,BMY,325412,590.0000,7242.0000,,2004.0000,3190.0000,15879.0000,15879.0000,1661.0000,25.0000
A,USD,STD,INDL,C,002403,2015-12-31,BRISTOL-MYERS SQUIBB CO,BMY,325412,139.0000,6550.0000,,1565.0000,2175.0000,16560.0000,16560.0000,1669.0000,25.0000
