fic,costat,datafmt,indfmt,consol,gvkey,datadate,conm,naics,dlc,dltt,emp,oiadp,prc,revt,sale,cshoi,nicon,ninc
FRA,A,HIST_STD,FS,C,015532,2022-12-31,BNP PARIBAS,522110,66310.0000,299652.0000,190.0000,33851.0000,,68328.0000,,1233.45000,8935.00000,
FRA,A,HIST_STD,FS,C,015532,2023-12-31,BNP PARIBAS,522110,106612.0000,284256.0000,183.0000,72288.0000,,106808.0000,,1146.50100,7351.00000,
FRA,A,HIST_STD,FS,C,015532,2024-12-31,BNP PARIBAS,522110,107776.0000,291455.0000,178.0000,79477.0000,,112934.0000,,1129.55400,10843.00000,
GBR,A,HIST_STD,FS,C,015545,2014-12-31,AVIVA PLC,524113,1066.0000,6862.0000,,2375.0000,,35931.0000,,2948.00000,1425.00000,
GBR,A,HIST_STD,FS,C,015545,2015-12-31,AVIVA PLC,524113,991.0000,8285.0000,29.6390,1201.0000,,21165.0000,,4042.00000,844.00000,
GBR,A,HIST_STD,FS,C,015545,2016-12-31,AVIVA PLC,524113,1200.0000,9653.0000,29.5300,2664.0000,,40367.0000,,4058.00000,618.00000,
GBR,A,HIST_STD,FS,C,015545,2017-12-31,AVIVA PLC,524113,668.0000,9618.0000,30.0210,2453.0000,,35182.0000,,4009.91500,1415.00000,
GBR,A,HIST_STD,FS,C,015545,2018-12-31,AVIVA PLC,524113,251.0000,9169.0000,31.7030,1564.0000,,22475.0000,,3899.46000,1515.00000,
GBR,A,HIST_STD,FS,C,015545,2019-12-31,AVIVA PLC,524113,327.0000,9284.0000,31.1810,4298.0000,,46482.0000,,3919.41500,2497.00000,
GBR,A,HIST_STD,FS,C,015545,2020-12-31,AVIVA PLC,524113,260.0000,9957.0000,28.5960,3476.0000,,39998.0000,,3926.75300,1886.00000,
GBR,A,HIST_STD,FS,C,015545,2021-12-31,AVIVA PLC,524113,623.0000,7193.0000,22.0620,138.0000,,16808.0000,,3753.73200,249.00000,
GBR,A,HIST_STD,FS,C,015545,2022-12-31,AVIVA PLC,524113,600.0000,6541.0000,24.3640,-926.0000,,-4964.0000,,2787.97800,-1194.00000,
GBR,A,HIST_STD,FS,C,015545,2023-12-31,AVIVA PLC,524113,128.0000,6618.0000,26.3820,2428.0000,,21501.0000,,2718.29400,1034.00000,
GBR,A,HIST_STD,FS,C,015545,2024-12-31,AVIVA PLC,524113,124.0000,5834.0000,29.0910,1694.0000,,22875.0000,,2659.65600,633.00000,
ITA,A,HIST_STD,FS,C,015549,2014-12-31,UNICREDIT SPA,522110,76947.4750,175857.6180,129.0210,13616.2950,,32678.3820,,5766.55000,2096.48800,
ITA,A,HIST_STD,FS,C,015549,2015-12-31,UNICREDIT SPA,522110,82042.1680,161111.3130,125.5100,11003.0370,,30625.2590,,5870.37400,1889.25700,
ITA,A,HIST_STD,FS,C,015549,2016-12-31,UNICREDIT SPA,522110,76765.8260,154601.7460,117.6590,-2137.0920,,24183.7420,,6081.01400,-12548.09800,
ITA,A,HIST_STD,FS,C,015549,2017-12-31,UNICREDIT SPA,522110,69049.7660,137392.1110,91.9520,8642.6290,,23762.6210,,2216.01200,2759.34600,
ITA,A,HIST_STD,FS,C,015549,2018-12-31,UNICREDIT SPA,522110,82737.2860,109181.2240,86.7860,9180.1680,,24454.1240,,2230.00000,3878.00000,
ITA,A,HIST_STD,FS,C,015549,2019-12-31,UNICREDIT SPA,522110,82764.0000,125707.0000,84.2450,8876.0000,,23683.0000,,2223.69600,1917.00000,
ITA,A,HIST_STD,FS,C,015549,2020-12-31,UNICREDIT SPA,522110,68952.0000,133614.0000,82.1070,4425.0000,,19794.0000,,2237.25700,-2956.00000,
ITA,A,HIST_STD,FS,C,015549,2021-12-31,UNICREDIT SPA,522110,38565.0000,125492.0000,78.5710,6522.0000,,20158.0000,,2211.08100,1506.00000,
ITA,A,HIST_STD,FS,C,015549,2022-12-31,UNICREDIT SPA,522110,32474.0000,115075.0000,75.0400,13203.0000,,26533.0000,,1935.27000,6381.00000,
ITA,A,HIST_STD,FS,C,015549,2023-12-31,UNICREDIT SPA,522110,38846.0000,122129.0000,70.7520,32533.0000,,44281.0000,,1712.42400,9332.00000,
ITA,A,HIST_STD,FS,C,015549,2024-12-31,UNICREDIT SPA,522110,52826.0000,122365.0000,75.2650,34606.0000,,46174.0000,,1551.42000,9472.00000,
DEU,A,HIST_STD,FS,C,015576,2014-12-31,DEUTSCHE BANK AG,522110,109618.0000,133018.0000,98.1380,16205.0000,,43003.0000,,1379.01300,1663.00000,
DEU,A,HIST_STD,FS,C,015576,2015-12-31,DEUTSCHE BANK AG,522110,101906.0000,146640.0000,101.1040,15910.0000,,43609.0000,,1378.89800,-7022.00000,
DEU,A,HIST_STD,FS,C,015576,2016-12-31,DEUTSCHE BANK AG,522110,129198.0000,153034.0000,99.7440,14491.0000,,41024.0000,,1379.07000,-1678.00000,
DEU,A,HIST_STD,FS,C,015576,2017-12-31,DEUTSCHE BANK AG,522110,149619.0000,119076.0000,97.5350,13811.0000,,38165.0000,,2066.40200,-1049.00000,
DEU,A,HIST_STD,FS,C,015576,2018-12-31,DEUTSCHE BANK AG,522110,120222.0000,109274.0000,91.7370,13687.0000,,36958.0000,,2065.42900,-25.00000,
DEU,A,HIST_STD,FS,C,015576,2019-12-31,DEUTSCHE BANK AG,522110,93043.0000,104820.0000,87.5970,12129.0000,,34564.0000,,2066.10200,-5720.00000,
DEU,A,HIST_STD,FS,C,015576,2020-12-31,DEUTSCHE BANK AG,522110,110708.0000,96337.0000,84.6590,8527.0000,,30308.0000,,2065.42700,146.00000,
DEU,A,HIST_STD,FS,C,015576,2021-12-31,DEUTSCHE BANK AG,522110,109526.0000,101326.0000,82.9690,10711.0000,,30855.0000,,2066.09400,2002.00000,
DEU,A,HIST_STD,FS,C,015576,2022-12-31,DEUTSCHE BANK AG,522110,103169.0000,92812.0000,84.9300,16726.0000,,37860.0000,,2037.84200,5046.00000,
DEU,A,HIST_STD,FS,C,015576,2023-12-31,DEUTSCHE BANK AG,522110,117576.0000,102348.0000,90.1300,36208.0000,,58580.0000,,1992.04800,5834.00000,
DEU,A,HIST_STD,FS,C,015576,2024-12-31,DEUTSCHE BANK AG,522110,106497.0000,118155.0000,89.7530,42630.0000,,65340.0000,,1945.12600,3768.00000,
BMU,A,HIST_STD,FS,C,015598,2014-12-31,AEGON LTD,524113,5546.0000,11412.0000,22.8890,1339.0000,,43345.0000,,2094.63000,604.00000,
BMU,A,HIST_STD,FS,C,015598,2015-12-31,AEGON LTD,524113,4440.0000,10774.0000,23.0970,1780.0000,,32206.0000,,2102.50500,572.00000,
BMU,A,HIST_STD,FS,C,015598,2016-12-31,AEGON LTD,524113,6815.0000,12174.0000,29.3800,1773.0000,,50133.0000,,2025.76900,453.00000,
BMU,A,HIST_STD,FS,C,015598,2017-12-31,AEGON LTD,524113,6416.0000,12840.0000,28.3180,2216.0000,,53914.0000,,2029.99800,2230.00000,
BMU,A,HIST_STD,FS,C,015598,2018-12-31,AEGON LTD,524113,4263.0000,12204.0000,26.5430,1270.0000,,18204.0000,,2033.08600,597.00000,
BMU,A,HIST_STD,FS,C,015598,2019-12-31,AEGON LTD,524113,7943.0000,6941.0000,23.7570,1710.0000,,64672.0000,,2038.55500,1151.00000,
BMU,A,HIST_STD,FS,C,015598,2020-12-31,AEGON LTD,524113,4082.0000,10006.0000,22.3220,368.0000,,48557.0000,,2044.36700,-184.00000,
BMU,A,HIST_STD,FS,C,015598,2021-12-31,AEGON LTD,524113,3853.0000,11372.0000,17.9360,2529.0000,,49667.0000,,2034.53300,1612.00000,
BMU,A,HIST_STD,FS,C,015598,2022-12-31,AEGON LTD,524113,3709.0000,5489.0000,19.0870,-1394.0000,,-12645.0000,,1962.82300,-1090.00000,
BMU,A,HIST_STD,FS,C,015598,2023-12-31,AEGON LTD,524113,94.0000,4850.0000,15.6580,258.0000,,13295.0000,,1742.40700,-210.00000,
BMU,A,HIST_STD,FS,C,015598,2024-12-31,AEGON LTD,524113,1972.0000,4921.0000,15.5820,1012.0000,,13522.0000,,1583.86300,611.00000,
GBR,A,HIST_STD,FS,C,015603,2014-12-31,LEGAL & GEN GROUP PLC,524113,7108.0000,3584.0000,9.0050,1190.0000,,17709.0000,,5912.58600,985.00000,
GBR,A,HIST_STD,FS,C,015603,2015-12-31,LEGAL & GEN GROUP PLC,524113,13358.0000,3613.0000,6.7000,1233.0000,,6719.0000,,5926.53200,1075.00000,
GBR,A,HIST_STD,FS,C,015603,2016-12-31,LEGAL & GEN GROUP PLC,524113,23379.0000,3285.0000,6.8620,2135.0000,,19397.0000,,5933.22300,1258.00000,
GBR,A,HIST_STD,FS,C,015603,2017-12-31,LEGAL & GEN GROUP PLC,524113,32706.0000,3648.0000,7.6290,2252.0000,,10643.0000,,5935.16300,1811.00000,
GBR,A,HIST_STD,FS,C,015603,2018-12-31,LEGAL & GEN GROUP PLC,524113,43775.0000,4948.0000,7.9810,2285.0000,,11362.0000,,5933.29200,1763.00000,
GBR,A,HIST_STD,FS,C,015603,2019-12-31,LEGAL & GEN GROUP PLC,524113,56919.0000,5352.0000,8.5420,2369.0000,,19767.0000,,5934.16000,1811.00000,
GBR,A,HIST_STD,FS,C,015603,2020-12-31,LEGAL & GEN GROUP PLC,524113,53887.0000,5814.0000,10.0990,1743.0000,,18001.0000,,5932.05200,1311.00000,
GBR,A,HIST_STD,FS,C,015603,2021-12-31,LEGAL & GEN GROUP PLC,524113,46366.0000,5362.0000,10.7430,2920.0000,,9651.0000,,5927.71600,2027.00000,
GBR,A,HIST_STD,FS,C,015603,2022-12-31,LEGAL & GEN GROUP PLC,524113,31739.0000,5528.0000,11.4980,2952.0000,,-10889.0000,,5912.44600,2268.00000,
GBR,A,HIST_STD,FS,C,015603,2023-12-31,LEGAL & GEN GROUP PLC,524113,25543.0000,6203.0000,11.5000,1473.0000,,11985.0000,,5917.39900,435.00000,
GBR,A,HIST_STD,FS,C,015603,2024-12-31,LEGAL & GEN GROUP PLC,524113,22204.0000,7758.0000,10.7990,872.0000,,11970.0000,,5823.76200,170.00000,
NLD,A,HIST_STD,FS,C,015617,2014-12-31,ING GROEP NV,522110,,174509.0000,53.0000,39566.0000,,51419.0000,,3854.60000,2547.00000,
NLD,A,HIST_STD,FS,C,015617,2015-12-31,ING GROEP NV,522110,69853.0000,113869.0000,54.8730,40124.0000,,50605.0000,,3868.70000,4466.00000,
NLD,A,HIST_STD,FS,C,015617,2016-12-31,ING GROEP NV,522110,42278.0000,89476.0000,54.7370,38136.0000,,48428.0000,,3877.90000,4210.00000,
NLD,A,HIST_STD,FS,C,015617,2017-12-31,ING GROEP NV,522110,44387.0000,77191.0000,54.3020,37522.0000,,48014.0000,,3884.80000,4905.00000,
NLD,A,HIST_STD,FS,C,015617,2018-12-31,ING GROEP NV,522110,104320.0000,86694.0000,54.8040,20708.6020,,32023.0000,,3890.60000,4703.00000,
NLD,A,HIST_STD,FS,C,015617,2019-12-31,ING GROEP NV,522110,90317.0000,93097.0000,56.1960,21275.0000,,32682.0000,,3895.80000,4781.00000,
NLD,A,HIST_STD,FS,C,015617,2020-12-31,ING GROEP NV,522110,68416.0000,78505.0000,58.5640,13689.6670,,26787.0000,,3900.06800,2485.00000,
NLD,A,HIST_STD,FS,C,015617,2021-12-31,ING GROEP NV,522110,72773.0000,77849.0000,57.0000,14583.0750,,25916.0000,,3775.80000,4776.00000,
NLD,A,HIST_STD,FS,C,015617,2022-12-31,ING GROEP NV,522110,80585.0000,82042.0000,57.5690,32305.9320,,44532.0000,,3619.14500,12126.00000,
NLD,A,HIST_STD,FS,C,015617,2023-12-31,ING GROEP NV,522110,95092.0000,100637.0000,60.0000,42562.7340,,54601.0000,,3343.59400,4140.00000,
NLD,A,HIST_STD,FS,C,015617,2024-12-31,ING GROEP NV,522110,92241.0000,117506.0000,60.0000,52077.0000,,65119.0000,,3096.29100,5334.00000,
JPN,A,HIST_STD,FS,C,015659,2015-03-31,TOKIO MARINE HOLDINGS INC,524126,,1135013.0000,33.7860,344592.0000,,4268416.0000,,754.59940,247433.70700,141730.01500
JPN,A,HIST_STD,FS,C,015659,2016-03-31,TOKIO MARINE HOLDINGS INC,524126,,1362428.0000,36.9020,380310.0000,,4474708.0000,,754.68540,254534.97100,57401.87400
JPN,A,HIST_STD,FS,C,015659,2017-03-31,TOKIO MARINE HOLDINGS INC,524126,,1700860.0000,38.8420,399170.0000,,5176635.0000,,750.11240,273851.61200,68666.30300
JPN,A,HIST_STD,FS,C,015659,2018-03-31,TOKIO MARINE HOLDINGS INC,524126,,966585.0000,39.1910,350971.0000,,5345279.0000,,725.43340,284180.83400,203483.66200
JPN,A,HIST_STD,FS,C,015659,2019-03-31,TOKIO MARINE HOLDINGS INC,524126,,783467.0000,40.8480,402772.0000,,5384673.0000,,706.55700,274574.50700,278366.83400
JPN,A,HIST_STD,FS,C,015659,2020-03-31,TOKIO MARINE HOLDINGS INC,524126,,2398544.0000,41.1010,373067.0000,,5402037.0000,,697.87100,259757.50900,185885.32300
JPN,A,HIST_STD,FS,C,015659,2021-03-31,TOKIO MARINE HOLDINGS INC,524126,,2007759.0000,43.2570,254629.0000,,5380334.0000,,693.27400,161796.00300,169198.20700
JPN,A,HIST_STD,FS,C,015659,2022-03-31,TOKIO MARINE HOLDINGS INC,524126,,1655849.0000,43.0480,562670.0000,,5781058.0000,,677.78300,420481.43400,282566.86900
JPN,A,HIST_STD,FS,C,015659,2023-03-31,TOKIO MARINE HOLDINGS INC,524126,,993035.0000,43.2170,543311.0000,,6489718.0000,,1991.10400,376431.01800,262675.82700
JPN,A,HIST_STD,FS,C,015659,2024-03-31,TOKIO MARINE HOLDINGS INC,524126,,933779.0000,43.8700,847870.0000,,7182475.0000,,1972.83400,695794.14900,196573.37500
JPN,A,HIST_STD,FS,C,015659,2025-03-31,TOKIO MARINE HOLDINGS INC,524126,,545818.0000,51.4360,1477194.0000,,7924602.0000,,1922.85000,1055271.60900,698083.89200
DEU,A,HIST_STD,FS,C,015677,2014-12-31,MUNICH RE CO,524130,,5138.0000,43.3160,3673.0000,,53766.0000,,168.51500,3153.00000,
DEU,A,HIST_STD,FS,C,015677,2015-12-31,MUNICH RE CO,524130,,5158.0000,43.5540,4462.0000,,55304.0000,,162.78300,3107.00000,
DEU,A,HIST_STD,FS,C,015677,2016-12-31,MUNICH RE CO,524130,,4955.0000,43.4280,4354.0000,,55656.0000,,156.90200,2580.00000,
DEU,A,HIST_STD,FS,C,015677,2017-12-31,MUNICH RE CO,524130,,3669.0000,42.4100,575.0000,,55856.0000,,151.25900,375.00000,
DEU,A,HIST_STD,FS,C,015677,2018-12-31,MUNICH RE CO,524130,,4672.0000,41.4100,3259.0000,,52263.0000,,145.79700,2310.00000,
DEU,A,HIST_STD,FS,C,015677,2019-12-31,MUNICH RE CO,524130,,5067.0000,39.6620,3671.0000,,57432.0000,,141.46100,2724.00000,
DEU,A,HIST_STD,FS,C,015677,2020-12-31,MUNICH RE CO,524130,,6743.0000,39.6420,1940.0000,,58981.0000,,140.09900,1211.00000,
DEU,A,HIST_STD,FS,C,015677,2021-12-31,MUNICH RE CO,524130,,6797.0000,39.2810,3925.0000,,63735.0000,,140.09900,2933.00000,
DEU,A,HIST_STD,FS,C,015677,2022-12-31,MUNICH RE CO,524130,,6451.0000,41.3890,4393.0000,,67371.0000,,137.64300,3432.00000,
DEU,A,HIST_STD,FS,C,015677,2023-12-31,MUNICH RE CO,524130,,6328.0000,42.8120,5829.0000,,58659.0000,,134.60000,4606.00000,
DEU,A,HIST_STD,FS,C,015677,2024-12-31,MUNICH RE CO,524130,,7390.0000,45.8150,7973.0000,,61695.0000,,131.40600,5685.00000,
DEU,A,HIST_STD,FS,C,015724,2014-12-31,ALLIANZ SE,524126,6085.0000,22418.0000,147.4250,10149.0000,,98786.0000,,454.24800,6221.00000,
DEU,A,HIST_STD,FS,C,015724,2015-12-31,ALLIANZ SE,524126,9430.0000,21573.0000,142.4590,11627.0000,,106217.0000,,454.82400,6616.00000,
DEU,A,HIST_STD,FS,C,015724,2016-12-31,ALLIANZ SE,524126,5978.0000,28205.0000,140.2530,11685.0000,,105982.0000,,455.06800,6883.00000,
DEU,A,HIST_STD,FS,C,015724,2017-12-31,ALLIANZ SE,524126,6352.0000,29285.0000,140.5530,11774.0000,,110984.0000,,438.88000,6803.00000,
DEU,A,HIST_STD,FS,C,015724,2018-12-31,ALLIANZ SE,524126,7944.0000,28952.0000,142.4600,11832.0000,,101746.0000,,423.49800,7462.00000,
DEU,A,HIST_STD,FS,C,015724,2019-12-31,ALLIANZ SE,524126,8462.0000,30221.0000,147.2680,12620.0000,,112409.0000,,416.57700,7914.00000,
DEU,A,HIST_STD,FS,C,015724,2020-12-31,ALLIANZ SE,524126,8064.0000,32623.0000,150.2690,11401.0000,,117531.0000,,412.04600,6807.00000,
DEU,A,HIST_STD,FS,C,015724,2021-12-31,ALLIANZ SE,524126,9009.0000,30993.0000,155.4110,11392.0000,,114475.0000,,408.21900,6560.00000,
DEU,A,HIST_STD,FS,C,015724,2022-12-31,ALLIANZ SE,524126,9906.0000,31897.0000,159.2530,12038.0000,,110591.0000,,401.58900,6619.00000,
DEU,A,HIST_STD,FS,C,015724,2023-12-31,ALLIANZ SE,524126,1564.0000,31197.0000,157.8830,13399.0000,,99420.0000,,391.45900,8399.00000,
DEU,A,HIST_STD,FS,C,015724,2024-12-31,ALLIANZ SE,524126,1883.0000,33002.0000,156.6260,16222.0000,,107345.0000,,385.91900,9788.00000,
JPN,A,HIST_STD,FS,C,015779,2015-03-31,MS&AD INS GROUP HLDGS INC,5241,,326197.0000,47.3540,226874.0000,,4645450.0000,,612.19080,136245.39400,35400.16500
JPN,A,HIST_STD,FS,C,015779,2016-03-31,MS&AD INS GROUP HLDGS INC,5241,,672332.0000,50.7900,264526.0000,,4799770.0000,,603.67380,181513.92200,79734.39000
JPN,A,HIST_STD,FS,C,015779,2017-03-31,MS&AD INS GROUP HLDGS INC,5241,,666809.0000,50.7910,291591.0000,,5256008.0000,,592.40780,210442.92600,104184.06000
JPN,A,HIST_STD,FS,C,015779,2018-03-31,MS&AD INS GROUP HLDGS INC,5241,,795102.0000,51.0400,253364.0000,,5054435.0000,,592.41180,154052.37700,128276.27000
JPN,A,HIST_STD,FS,C,015779,2019-03-31,MS&AD INS GROUP HLDGS INC,5241,,874806.0000,50.6090,290802.0000,,5416602.0000,,583.71180,192700.59500,106444.92000
JPN,A,HIST_STD,FS,C,015779,2020-03-31,MS&AD INS GROUP HLDGS INC,5241,,1007474.0000,50.6330,25868.0000,,4492158.0000,,569.04780,143027.29500,33240.19800
JPN,A,HIST_STD,FS,C,015779,2021-03-31,MS&AD INS GROUP HLDGS INC,5241,,1007474.0000,50.1160,216326.0000,,4841399.0000,,558.21020,144394.47800,232028.07900
JPN,A,HIST_STD,FS,C,015779,2022-03-31,MS&AD INS GROUP HLDGS INC,5241,,981283.0000,48.0650,385509.0000,,5039549.0000,,547.23290,262796.76800,116993.63000
JPN,A,HIST_STD,FS,C,015779,2023-03-31,MS&AD INS GROUP HLDGS INC,5241,,814743.0000,45.7610,245839.0000,,5083259.0000,,534.26930,161529.54200,174169.57900
JPN,A,HIST_STD,FS,C,015779,2024-03-31,MS&AD INS GROUP HLDGS INC,5241,,715045.0000,44.8390,472716.0000,,6368457.0000,,1585.65120,369264.62000,145934.62700
JPN,A,HIST_STD,FS,C,015779,2025-03-31,MS&AD INS GROUP HLDGS INC,5241,,590565.0000,44.0000,919165.0000,,6414192.0000,,1511.26770,691642.17800,415991.28600
GBR,A,HIST_STD,FS,C,015782,2014-12-31,PRUDENTIAL PLC,524113,4170.0000,5837.0000,24.4230,3508.0000,,60429.0000,,2557.48000,2216.00000,
GBR,A,HIST_STD,FS,C,015782,2015-12-31,PRUDENTIAL PLC,524113,5009.0000,7059.0000,23.5070,3679.0000,,41543.0000,,2561.95500,2579.00000,
GBR,A,HIST_STD,FS,C,015782,2016-12-31,PRUDENTIAL PLC,524113,6476.0000,9019.0000,,3810.0000,,72024.0000,,2562.00000,1921.00000,
GBR,A,HIST_STD,FS,C,015782,2017-12-31,PRUDENTIAL PLC,524113,7373.0000,10076.0000,27.6610,4167.0000,,86864.0000,,2575.77500,2389.00000,
GBR,A,HIST_STD,FS,C,015782,2018-12-31,PRUDENTIAL PLC,524113,8034.0000,11557.0000,26.6620,3799.0000,,25222.0000,,2583.44400,3010.00000,
GBR,A,HIST_STD,FS,C,015782,2019-12-31,PRUDENTIAL PLC,524113,9566.0000,7574.0000,18.1250,2945.0000,,94133.0000,,2592.76000,1944.00000,
GBR,A,HIST_STD,FS,C,015782,2020-12-31,PRUDENTIAL PLC,524113,10411.0000,8434.0000,16.4770,2794.0000,,57250.0000,,2598.29000,2118.00000,
GBR,A,HIST_STD,FS,C,015782,2021-12-31,PRUDENTIAL PLC,524113,723.0000,6488.0000,,3381.0000,,27004.0000,,2734.71200,2192.00000,
GBR,A,HIST_STD,FS,C,015782,2022-12-31,PRUDENTIAL PLC,524113,1083.0000,4575.0000,14.6810,1682.0000,,-7110.0000,,2737.06900,998.00000,
GBR,A,HIST_STD,FS,C,015782,2023-12-31,PRUDENTIAL PLC,524113,1491.0000,4099.0000,15.0300,2735.0000,,10947.0000,,2743.52100,1701.00000,
GBR,A,HIST_STD,FS,C,015782,2024-12-31,PRUDENTIAL PLC,524113,883.0000,4111.0000,15.4120,3767.0000,,12733.0000,,2642.62200,2285.00000,
FRA,A,HIST_STD,FS,C,015784,2014-12-31,SOCIETE GENERALE GROUP,522110,110113.0000,57918.0000,147.2510,19690.0000,,43103.0000,,784.76600,2278.00000,
FRA,A,HIST_STD,FS,C,015784,2015-12-31,SOCIETE GENERALE GROUP,522110,95004.0000,67962.0000,142.6060,22935.0000,,42332.0000,,796.72600,3559.00000,
FRA,A,HIST_STD,FS,C,015784,2016-12-31,SOCIETE GENERALE GROUP,522110,86482.0000,64087.0000,142.0650,22135.0000,,41336.0000,,799.46200,3402.00000,
FRA,A,HIST_STD,FS,C,015784,2017-12-31,SOCIETE GENERALE GROUP,522110,75763.0000,69526.0000,147.1250,19999.0000,,38658.0000,,801.06700,2340.00000,
FRA,A,HIST_STD,FS,C,015784,2018-12-31,SOCIETE GENERALE GROUP,522110,79896.0000,78374.0000,140.2500,18145.0000,,37021.0000,,801.94200,3402.00000,
FRA,A,HIST_STD,FS,C,015784,2019-12-31,SOCIETE GENERALE GROUP,522110,75239.0000,89095.0000,129.5860,18384.0000,,37128.0000,,849.66500,2536.00000,
FRA,A,HIST_STD,FS,C,015784,2020-12-31,SOCIETE GENERALE GROUP,522110,81051.0000,86045.0000,126.3910,12705.0000,,32530.0000,,848.68100,-869.00000,
FRA,A,HIST_STD,FS,C,015784,2021-12-31,SOCIETE GENERALE GROUP,522110,124902.0000,44074.0000,124.0890,18021.0000,,36300.0000,,831.12900,5051.00000,
FRA,A,HIST_STD,FS,C,015784,2022-12-31,SOCIETE GENERALE GROUP,522110,77081.0000,91102.0000,115.4660,22059.0000,,42269.0000,,799.80100,1422.00000,
FRA,A,HIST_STD,FS,C,015784,2023-12-31,SOCIETE GENERALE GROUP,522110,86760.0000,113154.0000,124.0890,48243.0000,,67905.0000,,798.55500,1735.00000,
FRA,A,HIST_STD,FS,C,015784,2024-12-31,SOCIETE GENERALE GROUP,522110,93406.0000,114622.0000,118.5970,51934.0000,,71936.0000,,796.49800,3480.00000,
ITA,A,HIST_STD,FS,C,015804,2014-12-31,ASSICURAZIONI GENERALI SPA,524113,500.0000,21916.0000,78.3330,4876.0000,,85067.0000,,1556.56400,1739.00000,
ITA,A,HIST_STD,FS,C,015804,2015-12-31,ASSICURAZIONI GENERALI SPA,524113,1208.0000,19805.0000,76.1910,5157.0000,,88017.0000,,1556.56300,2065.00000,
ITA,A,HIST_STD,FS,C,015804,2016-12-31,ASSICURAZIONI GENERALI SPA,524113,759.0000,20406.0000,73.7270,4531.0000,,82803.0000,,1559.57300,2081.00000,
ITA,A,HIST_STD,FS,C,015804,2017-12-31,ASSICURAZIONI GENERALI SPA,524113,251.0000,21526.0000,71.3270,5250.0000,,86409.0000,,1560.77100,2327.00000,
ITA,A,HIST_STD,FS,C,015804,2018-12-31,ASSICURAZIONI GENERALI SPA,524113,750.0000,20753.0000,70.7340,4941.0000,,71147.0000,,1564.85500,2136.00000,
ITA,A,HIST_STD,FS,C,015804,2019-12-31,ASSICURAZIONI GENERALI SPA,524113,118.0000,20972.0000,71.9360,4931.0000,,91896.0000,,1569.46400,2195.00000,
ITA,A,HIST_STD,FS,C,015804,2020-12-31,ASSICURAZIONI GENERALI SPA,524113,166.0000,21273.0000,72.6440,4728.0000,,81171.0000,,1569.74300,1927.00000,
ITA,A,HIST_STD,FS,C,015804,2021-12-31,ASSICURAZIONI GENERALI SPA,524113,1065.0000,19253.0000,74.6210,5881.0000,,96019.0000,,1574.63300,2847.00000,
ITA,A,HIST_STD,FS,C,015804,2022-12-31,ASSICURAZIONI GENERALI SPA,524113,164.0000,20153.0000,82.0610,5973.0000,,76198.0000,,1547.29600,2912.00000,
ITA,A,HIST_STD,FS,C,015804,2023-12-31,ASSICURAZIONI GENERALI SPA,524113,1874.0000,33472.0000,81.8790,6411.0000,,57204.0000,,1542.34500,3663.00000,
ITA,A,HIST_STD,FS,C,015804,2024-12-31,ASSICURAZIONI GENERALI SPA,524113,1104.0000,36440.0000,86.8510,7293.0000,,55306.0000,,1521.87800,3755.00000,
GBR,A,HIST_STD,FS,C,015929,2014-12-31,LLOYDS BANKING GROUP PLC,522110,29753.0000,80374.0000,84.4900,10184.0000,,24437.0000,,70685.82800,1187.00000,
GBR,A,HIST_STD,FS,C,015929,2015-12-31,LLOYDS BANKING GROUP PLC,522110,35584.0000,84724.0000,75.3060,7654.0000,,23302.0000,,70242.27400,546.00000,
GBR,A,HIST_STD,FS,C,015929,2016-12-31,LLOYDS BANKING GROUP PLC,522110,34893.0000,80418.0000,75.0000,11908.0000,,24696.0000,,70604.64900,2092.00000,
GBR,A,HIST_STD,FS,C,015929,2017-12-31,LLOYDS BANKING GROUP PLC,522110,48274.0000,75726.0000,67.9050,10171.0000,,23523.0000,,71085.70100,3144.00000,
GBR,A,HIST_STD,FS,C,015929,2018-12-31,LLOYDS BANKING GROUP PLC,522110,48807.0000,90136.0000,64.9280,9023.0000,,21440.0000,,70242.88700,3975.00000,
GBR,A,HIST_STD,FS,C,015929,2019-12-31,LLOYDS BANKING GROUP PLC,522110,60291.0000,91528.0000,63.0690,11274.0000,,25148.0000,,69131.94800,2459.00000,
GBR,A,HIST_STD,FS,C,015929,2020-12-31,LLOYDS BANKING GROUP PLC,522110,56981.0000,81312.0000,61.5760,5517.0000,,18892.0000,,70814.67500,865.00000,
GBR,A,HIST_STD,FS,C,015929,2021-12-31,LLOYDS BANKING GROUP PLC,522110,56975.0000,66822.0000,57.9550,11611.0000,,19641.0000,,70562.08000,5355.00000,
GBR,A,HIST_STD,FS,C,015929,2022-12-31,LLOYDS BANKING GROUP PLC,522110,80055.0000,59566.0000,59.3540,11177.0000,,22408.0000,,66255.93400,5021.00000,
GBR,A,HIST_STD,FS,C,015929,2023-12-31,LLOYDS BANKING GROUP PLC,522110,67798.0000,62647.0000,62.5690,22830.0000,,33469.0000,,63447.20900,4933.00000,
GBR,A,HIST_STD,FS,C,015929,2024-12-31,LLOYDS BANKING GROUP PLC,522110,65919.0000,58655.0000,61.2280,25242.0000,,36947.0000,,60365.06100,3923.00000,
JPN,A,HIST_STD,FS,C,015933,2015-03-31,SOMPO HOLDINGS INC,524126,,140643.0000,40.0710,110594.0000,,3177290.0000,,408.03830,54275.20300,33067.63200
