fic,costat,datafmt,indfmt,consol,gvkey,datadate,conm,naics,dlc,dltt,emp,oiadp,prc,revt,sale,cshoi,nicon,ninc
GBR,A,HIST_STD,INDL,C,002410,2014-12-31,BP PLC,324110,6877.0000,45977.0000,79.2000,4179.0000,0.0000,353568.0000,353568.0000,18199.88300,3778.00000,
GBR,A,HIST_STD,INDL,C,002410,2015-12-31,BP PLC,324110,6944.0000,46224.0000,75.0000,1443.0000,0.0000,222894.0000,222894.0000,18412.39200,-6484.00000,
GBR,A,HIST_STD,INDL,C,002410,2016-12-31,BP PLC,324110,6634.0000,51666.0000,69.9000,3220.0000,0.0000,182325.0000,182325.0000,19451.85300,114.00000,
GBR,A,HIST_STD,INDL,C,002410,2017-12-31,BP PLC,324110,7739.0000,55491.0000,69.7000,8503.0000,0.0000,238433.0000,238433.0000,19806.14500,3388.00000,
GBR,A,HIST_STD,INDL,C,002410,2018-12-31,BP PLC,324110,9373.0000,56426.0000,69.6000,15974.0000,0.0000,297220.0000,297220.0000,20099.21400,9382.00000,
GBR,A,HIST_STD,INDL,C,002410,2019-12-31,BP PLC,324110,12554.0000,64892.0000,67.6000,9569.0000,0.0000,276850.0000,276850.0000,20239.05600,4025.00000,
GBR,A,HIST_STD,INDL,C,002410,2020-12-31,BP PLC,324110,11292.0000,70634.0000,63.6000,-22063.0000,0.0000,179671.0000,179671.0000,20262.13500,-20306.00000,
GBR,A,HIST_STD,INDL,C,002410,2021-12-31,BP PLC,324110,7304.0000,62483.0000,65.9000,13008.0000,0.0000,156431.0000,156431.0000,19640.62500,7563.00000,
GBR,A,HIST_STD,INDL,C,002410,2022-12-31,BP PLC,324110,5300.0000,50193.0000,67.6000,42487.0000,0.0000,239067.0000,239067.0000,17972.85600,-2488.00000,
GBR,A,HIST_STD,INDL,C,002410,2023-12-31,BP PLC,324110,5934.0000,57141.0000,87.8000,26467.0000,0.0000,208351.0000,208351.0000,16823.75700,15238.00000,
GBR,A,HIST_STD,INDL,C,002410,2024-12-31,BP PLC,324110,7134.0000,64413.0000,100.5000,10452.0000,0.0000,187386.0000,187386.0000,15850.48100,390.00000,
GBR,A,HIST_STD,INDL,C,002411,2015-03-31,BT GROUP PLC,517311,1900.0000,7868.0000,88.5000,3570.0000,0.0000,17979.0000,17979.0000,8270.45000,2135.00000,
GBR,A,HIST_STD,INDL,C,002411,2016-03-31,BT GROUP PLC,517311,3237.0000,11032.0000,102.5000,3971.0000,0.0000,19042.0000,19042.0000,9888.45600,2588.00000,
GBR,A,HIST_STD,INDL,C,002411,2017-03-31,BT GROUP PLC,517311,2632.0000,10081.0000,106.4000,3992.0000,0.0000,24062.0000,24062.0000,9890.43500,1908.00000,
GBR,A,HIST_STD,INDL,C,002411,2018-03-31,BT GROUP PLC,517311,2281.0000,11994.0000,105.8000,3800.0000,0.0000,23723.0000,23723.0000,9850.03700,2032.00000,
GBR,A,HIST_STD,INDL,C,002411,2019-03-31,BT GROUP PLC,517311,2100.0000,14776.0000,106.7000,3693.0000,0.0000,23428.0000,23428.0000,9912.00000,2159.00000,
GBR,A,HIST_STD,INDL,C,002411,2020-03-31,BT GROUP PLC,517311,3654.0000,22240.0000,105.3000,3562.0000,0.0000,22905.0000,22905.0000,9807.37200,1734.00000,
GBR,A,HIST_STD,INDL,C,002411,2021-03-31,BT GROUP PLC,517311,1641.0000,21196.0000,99.7000,3011.0000,0.0000,21331.0000,21331.0000,9908.23000,1472.00000,
GBR,A,HIST_STD,INDL,C,002411,2022-03-31,BT GROUP PLC,517311,1668.0000,20277.0000,98.4000,3120.0000,0.0000,20850.0000,20850.0000,9832.57700,1274.00000,
GBR,A,HIST_STD,INDL,C,002411,2023-03-31,BT GROUP PLC,517311,2572.0000,21308.0000,97.1000,3190.0000,0.0000,20681.0000,20681.0000,9738.13900,1905.00000,
GBR,A,HIST_STD,INDL,C,002411,2024-03-31,BT GROUP PLC,517311,2161.0000,21320.0000,91.7000,3149.0000,0.0000,20797.0000,20797.0000,9779.67100,855.00000,
GBR,A,HIST_STD,INDL,C,002411,2025-03-31,BT GROUP PLC,517311,2797.0000,20536.0000,85.3000,3117.0000,0.0000,20358.0000,20358.0000,9729.98800,1054.00000,
JPN,A,HIST_STD,INDL,C,002721,2014-12-31,CANON INC,333310,1018.0000,1148.0000,191.8890,363489.0000,0.0000,3727252.0000,3727252.0000,1091.83180,254798.14900,175465.06600
JPN,A,HIST_STD,INDL,C,002721,2015-12-31,CANON INC,333310,688.0000,881.0000,189.5710,355210.0000,0.0000,3800271.0000,3800271.0000,1092.07260,220205.42100,211960.68500
JPN,A,HIST_STD,INDL,C,002721,2016-12-31,CANON INC,333310,1850.0000,611289.0000,197.6730,228866.0000,0.0000,3401487.0000,3401487.0000,1092.06820,150651.15000,133057.89200
JPN,A,HIST_STD,INDL,C,002721,2017-12-31,CANON INC,333310,39328.0000,493238.0000,197.7760,331479.0000,0.0000,4080015.0000,4080015.0000,1079.75580,241922.72700,225033.29000
JPN,A,HIST_STD,INDL,C,002721,2018-12-31,CANON INC,333310,38527.0000,361962.0000,195.0560,342952.0000,0.0000,3951937.0000,3951937.0000,1079.74980,252759.38200,208921.41000
JPN,A,HIST_STD,INDL,C,002721,2019-12-31,CANON INC,333310,73918.0000,441028.0000,187.0410,174667.0000,0.0000,3593299.0000,3593299.0000,1063.83450,125110.04500,90165.25700
JPN,A,HIST_STD,INDL,C,002721,2020-12-31,CANON INC,333310,424542.0000,81630.0000,181.8970,110547.0000,0.0000,3160243.0000,3160243.0000,1045.77360,83322.80000,42842.42800
JPN,A,HIST_STD,INDL,C,002721,2021-12-31,CANON INC,333310,75836.0000,245135.0000,184.0340,281918.0000,0.0000,3513357.0000,3513357.0000,1045.77180,214720.65200,227968.81700
JPN,A,HIST_STD,INDL,C,002721,2022-12-31,CANON INC,333310,329665.0000,87748.0000,180.7750,353399.0000,0.0000,4031414.0000,4031414.0000,1015.51340,243963.83200,193596.24100
JPN,A,HIST_STD,INDL,C,002721,2023-12-31,CANON INC,333310,421759.0000,95558.0000,169.1510,375366.0000,0.0000,4180972.0000,4180972.0000,987.79870,264517.01500,476691.29900
JPN,A,HIST_STD,INDL,C,002721,2024-12-31,CANON INC,333310,360206.0000,303294.0000,170.3400,279754.0000,0.0000,4509821.0000,4509821.0000,943.99190,160028.21000,469015.20000
GBR,A,HIST_STD,INDL,C,005180,2014-12-31,GSK PLC,325412,2943.0000,15841.0000,97.9210,5372.0000,0.0000,23006.0000,23006.0000,4811.04700,2756.00000,
GBR,A,HIST_STD,INDL,C,005180,2015-12-31,GSK PLC,325412,1308.0000,15324.0000,101.2550,4863.0000,0.0000,23923.0000,23923.0000,4839.99000,8422.00000,
GBR,A,HIST_STD,INDL,C,005180,2016-12-31,GSK PLC,325412,4129.0000,14661.0000,99.3000,5467.0000,0.0000,27889.0000,27889.0000,4867.40000,912.00000,
GBR,A,HIST_STD,INDL,C,005180,2017-12-31,GSK PLC,325412,2825.0000,14264.0000,98.4620,6809.0000,0.0000,30186.0000,30186.0000,4891.25100,1532.00000,
GBR,A,HIST_STD,INDL,C,005180,2018-12-31,GSK PLC,325412,5793.0000,20271.0000,95.4900,7634.0000,0.0000,30821.0000,30821.0000,4922.93100,3623.00000,
GBR,A,HIST_STD,INDL,C,005180,2019-12-31,GSK PLC,325412,6918.0000,23590.0000,99.4370,8564.0000,0.0000,33754.0000,33754.0000,4953.23100,4645.00000,
GBR,A,HIST_STD,INDL,C,005180,2020-12-31,GSK PLC,325412,3725.0000,23425.0000,94.0660,8483.0000,0.0000,34099.0000,34099.0000,4981.00800,5749.00000,
GBR,A,HIST_STD,INDL,C,005180,2021-12-31,GSK PLC,325412,3601.0000,20572.0000,90.0960,7966.0000,0.0000,34114.0000,34114.0000,5008.60400,4385.00000,
GBR,A,HIST_STD,INDL,C,005180,2022-12-31,GSK PLC,325412,3952.0000,17035.0000,69.4000,7322.0000,0.0000,29324.0000,29324.0000,4034.34000,4461.00000,
GBR,A,HIST_STD,INDL,C,005180,2023-12-31,GSK PLC,325412,2813.0000,15205.0000,70.2120,8403.0000,0.0000,30328.0000,30328.0000,4056.26100,4928.00000,
GBR,A,HIST_STD,INDL,C,005180,2024-12-31,GSK PLC,325412,2349.0000,14637.0000,68.6290,6184.0000,0.0000,31376.0000,31376.0000,4080.81800,2575.00000,
JPN,A,HIST_STD,INDL,C,005650,2015-03-31,HITACHI LTD,999977,1461222.0000,2096134.0000,336.6700,482959.0000,0.0000,9774930.0000,9774930.0000,4828.57650,217489.86700,85276.88800
JPN,A,HIST_STD,INDL,C,005650,2016-03-31,HITACHI LTD,999977,1522935.0000,2081520.0000,335.2440,550527.0000,0.0000,10034305.0000,10034305.0000,4828.21550,172131.25800,64941.52600
JPN,A,HIST_STD,INDL,C,005650,2017-03-31,HITACHI LTD,999977,386590.0000,790013.0000,303.8870,541483.0000,0.0000,9162264.0000,9162264.0000,4828.00280,231267.31500,97721.30400
JPN,A,HIST_STD,INDL,C,005650,2018-03-31,HITACHI LTD,999977,238630.0000,811664.0000,307.2750,586012.0000,0.0000,9368614.0000,9368614.0000,4827.72740,363007.87000,136097.77700
JPN,A,HIST_STD,INDL,C,005650,2019-03-31,HITACHI LTD,999977,296281.0000,708490.0000,295.9410,518688.0000,0.0000,9480619.0000,9480619.0000,965.60600,222548.85900,174064.55200
JPN,A,HIST_STD,INDL,C,005650,2020-03-31,HITACHI LTD,999977,414540.0000,1070502.0000,301.0560,143240.0000,0.0000,8767263.0000,8767263.0000,966.22970,87599.45600,119351.96500
JPN,A,HIST_STD,INDL,C,005650,2021-03-31,HITACHI LTD,999977,691027.0000,1706329.0000,350.8640,798910.0000,0.0000,8729196.0000,8729196.0000,966.82950,501616.13600,704932.51800
JPN,A,HIST_STD,INDL,C,005650,2022-03-31,HITACHI LTD,999977,1570537.0000,1556175.0000,368.2470,782625.0000,0.0000,10264602.0000,10264602.0000,967.23620,583472.00300,515707.10500
JPN,A,HIST_STD,INDL,C,005650,2023-03-31,HITACHI LTD,999977,919511.0000,1293837.0000,322.5250,805324.0000,0.0000,10881150.0000,10881150.0000,937.57220,649123.15900,987315.80300
JPN,A,HIST_STD,INDL,C,005650,2024-03-31,HITACHI LTD,999977,225313.0000,954709.0000,268.6550,775285.0000,0.0000,9728716.0000,9728716.0000,926.62170,589899.63600,581337.97100
JPN,A,HIST_STD,INDL,C,005650,2025-03-31,HITACHI LTD,999977,441964.0000,764152.0000,282.7430,878248.0000,0.0000,9783370.0000,9783370.0000,4577.87460,615705.64300,390031.24000
JPN,A,HIST_STD,INDL,C,005691,2015-03-31,HONDA MOTOR CO LTD,336110,2833563.0000,3926276.0000,204.7300,670603.0000,0.0000,13328099.0000,13328099.0000,1802.28690,509435.09900,264684.21000
JPN,A,HIST_STD,INDL,C,005691,2016-03-31,HONDA MOTOR CO LTD,336110,2789620.0000,3736628.0000,208.3990,503376.0000,0.0000,14601151.0000,14601151.0000,1802.28350,344524.82700,51905.81200
JPN,A,HIST_STD,INDL,C,005691,2017-03-31,HONDA MOTOR CO LTD,336110,2786928.0000,4022190.0000,211.9150,840711.0000,0.0000,13999200.0000,13999200.0000,1802.28040,616560.70400,233089.14300
JPN,A,HIST_STD,INDL,C,005691,2018-03-31,HONDA MOTOR CO LTD,336110,2917261.0000,3881749.0000,215.6380,833558.0000,0.0000,15361146.0000,15361146.0000,1778.27780,1059339.03300,383470.00700
JPN,A,HIST_STD,INDL,C,005691,2019-03-31,HONDA MOTOR CO LTD,336110,3188782.0000,4142338.0000,219.7220,726370.0000,0.0000,15888617.0000,15888617.0000,1759.56140,610320.55500,362198.67500
JPN,A,HIST_STD,INDL,C,005691,2020-03-31,HONDA MOTOR CO LTD,336110,3248457.0000,4221229.0000,218.6740,633637.0000,0.0000,14931009.0000,14931009.0000,1726.60980,455749.37600,373019.64200
JPN,A,HIST_STD,INDL,C,005691,2021-03-31,HONDA MOTOR CO LTD,336110,3005624.0000,4715361.0000,211.3740,660208.0000,0.0000,13170519.0000,13170519.0000,1726.65530,657417.45200,373368.22000
JPN,A,HIST_STD,INDL,C,005691,2022-03-31,HONDA MOTOR CO LTD,336110,3118304.0000,4984252.0000,204.0350,871232.0000,0.0000,14552696.0000,14552696.0000,1710.60040,707059.11100,488039.17100
JPN,A,HIST_STD,INDL,C,005691,2023-03-31,HONDA MOTOR CO LTD,336110,3291195.0000,4373973.0000,197.0390,780769.0000,0.0000,16907725.0000,16907725.0000,1664.34060,651415.85800,630754.83800
JPN,A,HIST_STD,INDL,C,005691,2024-03-31,HONDA MOTOR CO LTD,336110,4105590.0000,6057967.0000,194.9930,1381977.0000,0.0000,20428802.0000,20428802.0000,4828.90740,1107164.44800,692688.50600
JPN,A,HIST_STD,INDL,C,005691,2025-03-31,HONDA MOTOR CO LTD,336110,4497747.0000,6953520.0000,194.1730,1213486.0000,0.0000,21688767.0000,21688767.0000,4346.50960,835850.64800,930072.45300
JPN,A,HIST_STD,INDL,C,007114,2015-03-31,PANASONIC HOLDINGS CORP,335,260531.0000,712385.0000,254.0840,381913.0000,0.0000,7715037.0000,7715037.0000,2311.26450,179485.83000,8275.07100
JPN,A,HIST_STD,INDL,C,007114,2016-03-31,PANASONIC HOLDINGS CORP,335,21728.0000,704191.0000,249.5200,415709.0000,0.0000,7553717.0000,7553717.0000,2320.99630,193253.12200,3707.49400
JPN,A,HIST_STD,INDL,C,007114,2017-03-31,PANASONIC HOLDINGS CORP,335,177038.0000,946966.0000,257.5330,276784.0000,0.0000,7343707.0000,7343707.0000,2332.40480,149365.02400,443404.92100
JPN,A,HIST_STD,INDL,C,007114,2018-03-31,PANASONIC HOLDINGS CORP,335,375392.0000,864052.0000,274.1430,380539.0000,0.0000,7982164.0000,7982164.0000,2332.33520,236035.46600,174017.84700
JPN,A,HIST_STD,INDL,C,007114,2019-03-31,PANASONIC HOLDINGS CORP,335,389955.0000,608766.0000,271.8690,411498.0000,0.0000,8002733.0000,8002733.0000,2332.39050,284152.03300,139102.25100
JPN,A,HIST_STD,INDL,C,007114,2020-03-31,PANASONIC HOLDINGS CORP,335,314995.0000,1156316.0000,259.3850,293751.0000,0.0000,7490601.0000,7490601.0000,2332.96170,225704.44400,155515.86700
JPN,A,HIST_STD,INDL,C,007114,2021-03-31,PANASONIC HOLDINGS CORP,335,369136.0000,1078287.0000,243.5400,258600.0000,0.0000,6698794.0000,6698794.0000,2333.32430,165068.78600,78789.72300
JPN,A,HIST_STD,INDL,C,007114,2022-03-31,PANASONIC HOLDINGS CORP,335,493412.0000,1403872.0000,240.1980,357526.0000,0.0000,7388791.0000,7388791.0000,2333.89650,255312.45700,86574.28200
JPN,A,HIST_STD,INDL,C,007114,2023-03-31,PANASONIC HOLDINGS CORP,335,219126.0000,1237981.0000,233.3910,288570.0000,0.0000,8378942.0000,8378942.0000,2334.11280,265486.52400,66610.86100
JPN,A,HIST_STD,INDL,C,007114,2024-03-31,PANASONIC HOLDINGS CORP,335,330859.0000,1295420.0000,228.4200,360962.0000,0.0000,8496420.0000,8496420.0000,2334.34620,443983.22500,52752.33100
JPN,A,HIST_STD,INDL,C,007114,2025-03-31,PANASONIC HOLDINGS CORP,335,168921.0000,1399322.0000,207.5480,426490.0000,0.0000,8458185.0000,8458185.0000,2334.58940,366203.22400,39732.12800
JPN,A,HIST_STD,INDL,C,007471,2015-03-31,MITSUI & CO LTD,42,763359.0000,4030598.0000,47.1180,190270.0000,0.0000,10827831.0000,10827831.0000,1792.51910,306484.38600,349038.71600
JPN,A,HIST_STD,INDL,C,007471,2016-03-31,MITSUI & CO LTD,42,872364.0000,3838156.0000,43.6110,121036.0000,0.0000,9616821.0000,9616821.0000,1792.50930,-83405.67600,-54098.07300
JPN,A,HIST_STD,INDL,C,007471,2017-03-31,MITSUI & CO LTD,42,692910.0000,4108674.0000,42.3160,260440.0000,0.0000,4363969.0000,4363969.0000,1763.95580,306134.01900,153156.41800
JPN,A,HIST_STD,INDL,C,007471,2018-03-31,MITSUI & CO LTD,42,684106.0000,3542829.0000,42.3040,254622.0000,0.0000,4892149.0000,4892149.0000,1737.88150,418472.22400,360033.66100
JPN,A,HIST_STD,INDL,C,007471,2019-03-31,MITSUI & CO LTD,42,816418.0000,3809057.0000,43.9930,259789.0000,0.0000,6957524.0000,6957524.0000,1738.07410,414213.25000,219976.38200
JPN,A,HIST_STD,INDL,C,007471,2020-03-31,MITSUI & CO LTD,42,697362.0000,4229218.0000,45.6240,216827.0000,0.0000,6885033.0000,6885033.0000,1707.50030,391517.86400,383380.35900
JPN,A,HIST_STD,INDL,C,007471,2021-03-31,MITSUI & CO LTD,42,751426.0000,3995311.0000,44.5090,150708.0000,0.0000,8010235.0000,8010235.0000,1668.47630,335455.59700,139834.88800
JPN,A,HIST_STD,INDL,C,007471,2022-03-31,MITSUI & CO LTD,42,692088.0000,4185375.0000,44.3360,564037.0000,0.0000,11757559.0000,11757559.0000,1600.93240,914718.91800,339039.35100
JPN,A,HIST_STD,INDL,C,007471,2023-03-31,MITSUI & CO LTD,42,1243232.0000,3797328.0000,46.8110,751652.0000,0.0000,14306402.0000,14306402.0000,1524.29950,1130635.02800,922558.83600
JPN,A,HIST_STD,INDL,C,007471,2024-03-31,MITSUI & CO LTD,42,967043.0000,3809013.0000,53.6020,703920.0000,0.0000,13324942.0000,13324942.0000,1497.35000,1063677.88800,535336.29800
JPN,A,HIST_STD,INDL,C,007471,2025-03-31,MITSUI & CO LTD,42,793597.0000,4047663.0000,56.4000,570890.0000,0.0000,14662620.0000,14662620.0000,2873.75680,900328.61900,723538.63200
JPN,A,HIST_STD,INDL,C,007652,2015-03-31,NEC CORP,541512,133395.0000,382404.0000,98.8820,128084.0000,0.0000,2935517.0000,2935517.0000,2598.81660,57299.15200,55584.07500
JPN,A,HIST_STD,INDL,C,007652,2016-03-31,NEC CORP,541512,155456.0000,319897.0000,98.7260,107306.0000,0.0000,2821181.0000,2821181.0000,2598.67360,68736.59400,42047.56500
JPN,A,HIST_STD,INDL,C,007652,2017-03-31,NEC CORP,541512,118915.0000,342854.0000,107.7290,41838.0000,0.0000,2665035.0000,2665035.0000,2598.58360,27311.64300,9485.01400
JPN,A,HIST_STD,INDL,C,007652,2018-03-31,NEC CORP,541512,139687.0000,376383.0000,109.3900,63850.0000,0.0000,2844447.0000,2844447.0000,259.77130,45869.32900,33961.59500
JPN,A,HIST_STD,INDL,C,007652,2019-03-31,NEC CORP,541512,158678.0000,388128.0000,110.5950,58465.0000,0.0000,2913446.0000,2913446.0000,259.71030,40194.45600,21602.40900
JPN,A,HIST_STD,INDL,C,007652,2020-03-31,NEC CORP,541512,202077.0000,473342.0000,112.6380,127609.0000,0.0000,3095234.0000,3095234.0000,259.58730,99968.13300,38842.74200
JPN,A,HIST_STD,INDL,C,007652,2021-03-31,NEC CORP,541512,98990.0000,603866.0000,114.7140,153759.0000,0.0000,2994023.0000,2994023.0000,272.49290,149605.05900,164396.94400
JPN,A,HIST_STD,INDL,C,007652,2022-03-31,NEC CORP,541512,236236.0000,361140.0000,117.4180,132525.0000,0.0000,3014095.0000,3014095.0000,272.45590,141276.22300,82200.89000
JPN,A,HIST_STD,INDL,C,007652,2023-03-31,NEC CORP,541512,177923.0000,430558.0000,118.5270,170447.0000,0.0000,3313018.0000,3313018.0000,266.34790,114499.68600,102108.65800
JPN,A,HIST_STD,INDL,C,007652,2024-03-31,NEC CORP,541512,137244.0000,411400.0000,105.2760,188012.0000,0.0000,3477262.0000,3477262.0000,266.45490,149519.80600,220759.16700
JPN,A,HIST_STD,INDL,C,007652,2025-03-31,NEC CORP,541512,286405.0000,379954.0000,104.1940,256497.0000,0.0000,3423431.0000,3423431.0000,1332.69930,175189.56000,233661.57400
JPN,A,HIST_STD,INDL,C,007908,2015-03-31,NTT INC,517111,721306.0000,3723207.0000,241.5930,1084566.0000,0.0000,11095317.0000,11095317.0000,1058.59960,518065.28300,556573.75700
JPN,A,HIST_STD,INDL,C,007908,2016-03-31,NTT INC,517111,621144.0000,3573833.0000,241.4480,1348149.0000,0.0000,11540997.0000,11540997.0000,2096.13920,737739.95600,666669.78600
JPN,A,HIST_STD,INDL,C,007908,2017-03-31,NTT INC,517111,923541.0000,3194046.0000,274.8440,1539789.0000,0.0000,11391016.0000,11391016.0000,2015.36750,800128.35400,288110.88200
JPN,A,HIST_STD,INDL,C,007908,2018-03-31,NTT INC,517111,907695.0000,2970532.0000,282.5330,1642843.0000,0.0000,11799587.0000,11799587.0000,1971.07590,909697.11600,724915.51300
JPN,A,HIST_STD,INDL,C,007908,2019-03-31,NTT INC,517111,1411585.0000,2897457.0000,303.3510,1693833.0000,0.0000,11879842.0000,11879842.0000,1917.39670,854555.50800,1192786.73300
JPN,A,HIST_STD,INDL,C,007908,2020-03-31,NTT INC,517111,2208632.0000,2544124.0000,319.0390,1562151.0000,0.0000,11899415.0000,11899415.0000,3635.19620,855310.24600,480758.27000
JPN,A,HIST_STD,INDL,C,007908,2021-03-31,NTT INC,517111,3362528.0000,5009560.0000,324.6670,1671391.0000,0.0000,11943966.0000,11943966.0000,3622.01270,916168.13000,639231.71500
JPN,A,HIST_STD,INDL,C,007908,2022-03-31,NTT INC,517111,1836301.0000,6373194.0000,333.8400,1768593.0000,0.0000,12156447.0000,12156447.0000,3541.43250,1181093.65000,470514.94100
JPN,A,HIST_STD,INDL,C,007908,2023-03-31,NTT INC,517111,2045455.0000,7105078.0000,338.6510,1828986.0000,0.0000,13136194.0000,13136194.0000,3409.45490,1213122.95200,1152918.25300
JPN,A,HIST_STD,INDL,C,007908,2024-03-31,NTT INC,517111,2766472.0000,7947539.0000,338.4670,1922910.0000,0.0000,13374569.0000,13374569.0000,84081.54760,1279619.84100,1166836.91200
JPN,A,HIST_STD,INDL,C,007908,2025-03-31,NTT INC,517111,3054242.0000,8116971.0000,341.3210,1649571.0000,0.0000,13704727.0000,13704727.0000,82738.35070,999985.82000,1145468.70700
JPN,A,HIST_STD,INDL,C,009818,2015-03-31,SONY GROUP CORPORATION,335,221525.0000,712087.0000,131.7000,68548.0000,0.0000,8215880.0000,8215880.0000,1168.74190,-125974.48900,12503.83700
JPN,A,HIST_STD,INDL,C,009818,2016-03-31,SONY GROUP CORPORATION,335,336940.0000,556605.0000,125.3000,294197.0000,0.0000,8105712.0000,8105712.0000,1261.44600,147793.55900,205165.68200
JPN,A,HIST_STD,INDL,C,009818,2017-03-31,SONY GROUP CORPORATION,335,518079.0000,681462.0000,128.4000,288702.0000,0.0000,7603250.0000,7603250.0000,1262.69040,73285.67600,128259.39700
JPN,A,HIST_STD,INDL,C,009818,2018-03-31,SONY GROUP CORPORATION,335,721615.0000,623451.0000,117.3000,734860.0000,0.0000,8543982.0000,8543982.0000,1265.42500,490795.70600,123356.15200
JPN,A,HIST_STD,INDL,C,009818,2019-03-31,SONY GROUP CORPORATION,335,791079.0000,568372.0000,114.4000,894235.0000,0.0000,8665687.0000,8665687.0000,1250.74690,916265.31900,15123.10800
JPN,A,HIST_STD,INDL,C,009818,2020-03-31,SONY GROUP CORPORATION,335,908925.0000,949802.0000,111.7000,845459.0000,0.0000,8259885.0000,8259885.0000,1220.15990,582196.18900,390986.39000
JPN,A,HIST_STD,INDL,C,009818,2021-03-31,SONY GROUP CORPORATION,335,1392929.0000,1063553.0000,109.7000,971865.0000,0.0000,8999360.0000,8999360.0000,1239.22760,1171773.79900,195670.93000
JPN,A,HIST_STD,INDL,C,009818,2022-03-31,SONY GROUP CORPORATION,335,2147962.0000,1203646.0000,108.9000,1202339.0000,0.0000,9921513.0000,9921513.0000,1237.00360,882182.60000,238131.30300
JPN,A,HIST_STD,INDL,C,009818,2023-03-31,SONY GROUP CORPORATION,335,2102876.0000,1767696.0000,113.0000,1208206.0000,0.0000,11539837.0000,11539837.0000,1234.49760,937130.92400,316907.87800
JPN,A,HIST_STD,INDL,C,009818,2024-03-31,SONY GROUP CORPORATION,335,2030316.0000,2058117.0000,113.0000,1208831.0000,0.0000,13020768.0000,13020768.0000,1221.44890,970575.75600,316392.25700
JPN,A,HIST_STD,INDL,C,009818,2025-03-31,SONY GROUP CORPORATION,335,2131404.0000,2066842.0000,112.3000,1407163.0000,0.0000,12957064.0000,12957064.0000,6025.00380,1141629.82900,361648.19700
JPN,A,HIST_STD,FS,C,010137,2015-03-31,SUMITOMO MITSUI FINANCIAL GR,522110,,35421474.0000,85.0730,1525855.0000,,4781563.0000,,1367.24140,753605.26400,471211.79700
JPN,A,HIST_STD,FS,C,010137,2016-03-31,SUMITOMO MITSUI FINANCIAL GR,522110,,28157568.0000,89.9810,1235603.0000,,4766982.0000,,1367.22470,646685.17200,511274.91100
JPN,A,HIST_STD,FS,C,010137,2017-03-31,SUMITOMO MITSUI FINANCIAL GR,522110,,34601513.0000,93.1700,1276263.0000,,5091833.0000,,1410.02670,706523.19600,437729.45800
JPN,A,HIST_STD,FS,C,010137,2018-03-31,SUMITOMO MITSUI FINANCIAL GR,522110,,37415828.0000,88.1090,1514371.0000,,5708869.0000,,1410.55840,734374.83600,229295.55600
JPN,A,HIST_STD,FS,C,010137,2019-03-31,SUMITOMO MITSUI FINANCIAL GR,522110,,36843734.0000,99.7960,1680894.0000,,5720283.0000,,1395.60050,726681.60000,474191.36500
JPN,A,HIST_STD,FS,C,010137,2020-03-31,SUMITOMO MITSUI FINANCIAL GR,522110,,45598841.0000,98.3660,1495090.0000,,5225518.0000,,1369.52650,703881.65100,636129.58700
JPN,A,HIST_STD,FS,C,010137,2021-03-31,SUMITOMO MITSUI FINANCIAL GR,522110,,48705096.0000,98.1050,1002089.0000,,3818686.0000,,1370.42780,512815.91700,281962.43100
JPN,A,HIST_STD,FS,C,010137,2022-03-31,SUMITOMO MITSUI FINANCIAL GR,522110,,53065007.0000,111.6580,1198018.0000,,3977016.0000,,1370.81980,706628.63100,395169.77000
JPN,A,HIST_STD,FS,C,010137,2023-03-31,SUMITOMO MITSUI FINANCIAL GR,522110,,47676831.0000,115.7480,2104191.0000,,6049071.0000,,1344.62050,805842.09400,400382.57500
JPN,A,HIST_STD,FS,C,010137,2024-03-31,SUMITOMO MITSUI FINANCIAL GR,522110,,55618580.0000,130.0200,3486260.0000,,8966428.0000,,1313.94120,962945.06400,545112.89400
JPN,A,HIST_STD,FS,C,010137,2025-03-31,SUMITOMO MITSUI FINANCIAL GR,522110,,60481351.0000,131.9800,4060001.0000,,9970028.0000,,3873.79360,1177991.80700,970324.60600
JPN,I,HIST_STD,INDL,C,010622,2015-03-31,TOSHIBA CORP,335,296379.0000,1045005.0000,198.7410,170439.0000,0.0000,6655894.0000,6655894.0000,4234.20760,-37812.85300,-60000.91000
JPN,I,HIST_STD,INDL,C,010622,2016-03-31,TOSHIBA CORP,335,619612.0000,831300.0000,187.8090,-708738.0000,0.0000,5668688.0000,5668688.0000,4234.01790,-459993.05900,-330006.06600
JPN,I,HIST_STD,INDL,C,010622,2017-03-31,TOSHIBA CORP,335,685625.0000,518171.0000,153.4920,270788.0000,0.0000,4870773.0000,4870773.0000,4233.80870,-965678.40400,-1092019.35200
JPN,I,HIST_STD,INDL,C,010622,2018-03-31,TOSHIBA CORP,335,301558.0000,390860.0000,141.2560,64070.0000,0.0000,3947596.0000,3947596.0000,6516.45860,804022.27100,177596.66800
JPN,I,HIST_STD,INDL,C,010622,2019-03-31,TOSHIBA CORP,335,357744.0000,76935.0000,128.6970,35447.0000,0.0000,3693539.0000,3693539.0000,541.26500,1013254.59300,1278903.36700
JPN,I,HIST_STD,INDL,C,010622,2020-03-31,TOSHIBA CORP,335,107178.0000,287973.0000,125.6480,130460.0000,0.0000,3389871.0000,3389871.0000,453.57790,-114630.94800,6725.88200
