gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,conm,curcd,at,emp,revt,costat,naics
003243,2019-12-31,2019,FS,C,D,STD,CITIGROUP INC,USD,1951158.0000,200.0000,103449.0000,A,522110
003243,2019-12-31,2019,INDL,C,D,STD,CITIGROUP INC,USD,1951158.0000,200.0000,103449.0000,A,522110
003243,2020-12-31,2020,FS,C,D,STD,CITIGROUP INC,USD,2260090.0000,210.0000,88842.0000,A,522110
003243,2020-12-31,2020,INDL,C,D,STD,CITIGROUP INC,USD,2260090.0000,210.1530,88839.0000,A,522110
003243,2021-12-31,2021,FS,C,D,STD,CITIGROUP INC,USD,2291413.0000,223.4440,80565.0000,A,522110
003243,2021-12-31,2021,INDL,C,D,STD,CITIGROUP INC,USD,2291413.0000,223.4440,80565.0000,A,522110
003243,2022-12-31,2022,FS,C,D,STD,CITIGROUP INC,USD,2416676.0000,239.9030,101013.0000,A,522110
003243,2022-12-31,2022,INDL,C,D,STD,CITIGROUP INC,USD,2416676.0000,239.9030,101013.0000,A,522110
003243,2023-12-31,2023,FS,C,D,STD,CITIGROUP INC,USD,2411834.0000,239.0000,155462.0000,A,522110
003243,2023-12-31,2023,INDL,C,D,STD,CITIGROUP INC,USD,2411834.0000,239.0000,155462.0000,A,522110
003813,2015-01-31,2014,INDL,C,D,STD,TARGET CORP,USD,41404.0000,347.0000,72618.0000,A,455219
003813,2016-01-31,2015,INDL,C,D,STD,TARGET CORP,USD,40262.0000,341.0000,73785.0000,A,455219
003813,2017-01-31,2016,INDL,C,D,STD,TARGET CORP,USD,37431.0000,323.0000,69495.0000,A,455219
003813,2018-01-31,2017,INDL,C,D,STD,TARGET CORP,USD,38999.0000,345.0000,71879.0000,A,455219
003813,2019-01-31,2018,INDL,C,D,STD,TARGET CORP,USD,41290.0000,360.0000,75356.0000,A,455219
003813,2020-01-31,2019,INDL,C,D,STD,TARGET CORP,USD,42779.0000,368.0000,78112.0000,A,455219
003813,2021-01-31,2020,INDL,C,D,STD,TARGET CORP,USD,51248.0000,409.0000,93561.0000,A,455219
003813,2022-01-31,2021,INDL,C,D,STD,TARGET CORP,USD,53811.0000,450.0000,106005.0000,A,455219
003813,2023-01-31,2022,INDL,C,D,STD,TARGET CORP,USD,53335.0000,440.0000,109120.0000,A,455219
003813,2024-01-31,2023,INDL,C,D,STD,TARGET CORP,USD,55356.0000,415.0000,107412.0000,A,455219
003980,2015-09-30,2015,INDL,C,D,STD,DISNEY (WALT) CO,USD,88182.0000,185.0000,52465.0000,A,516120
003980,2016-09-30,2016,INDL,C,D,STD,DISNEY (WALT) CO,USD,92033.0000,195.0000,55632.0000,A,516120
003980,2017-09-30,2017,INDL,C,D,STD,DISNEY (WALT) CO,USD,95789.0000,199.0000,55137.0000,A,516120
003980,2018-09-30,2018,INDL,C,D,STD,DISNEY (WALT) CO,USD,98598.0000,201.0000,59434.0000,A,516120
003980,2019-09-30,2019,INDL,C,D,STD,DISNEY (WALT) CO,USD,193984.0000,223.0000,69570.0000,A,516120
003980,2020-09-30,2020,INDL,C,D,STD,DISNEY (WALT) CO,USD,201549.0000,203.0000,65388.0000,A,516120
003980,2021-09-30,2021,INDL,C,D,STD,DISNEY (WALT) CO,USD,203609.0000,190.0000,67418.0000,A,516120
003980,2022-09-30,2022,INDL,C,D,STD,DISNEY (WALT) CO,USD,203631.0000,220.0000,83745.0000,A,516120
003980,2023-09-30,2023,INDL,C,D,STD,DISNEY (WALT) CO,USD,205579.0000,225.0000,88898.0000,A,516120
004016,2015-01-31,2014,INDL,C,D,STD,DOLLAR GENERAL CORP,USD,11224.1040,105.5000,18909.5880,A,455219
004016,2016-01-31,2015,INDL,C,D,STD,DOLLAR GENERAL CORP,USD,11257.8850,113.4000,20368.5620,A,455219
004016,2017-01-31,2016,INDL,C,D,STD,DOLLAR GENERAL CORP,USD,11672.2980,121.0000,21986.5980,A,455219
004016,2018-01-31,2017,INDL,C,D,STD,DOLLAR GENERAL CORP,USD,12516.9110,129.0000,23470.9670,A,455219
004016,2019-01-31,2018,INDL,C,D,STD,DOLLAR GENERAL CORP,USD,13204.0380,135.0000,25625.0430,A,455219
004016,2020-01-31,2019,INDL,C,D,STD,DOLLAR GENERAL CORP,USD,22825.0840,143.0000,27753.9730,A,455219
004016,2021-01-31,2020,INDL,C,D,STD,DOLLAR GENERAL CORP,USD,25862.6240,158.0000,33746.8390,A,455219
004016,2022-01-31,2021,INDL,C,D,STD,DOLLAR GENERAL CORP,USD,26327.3710,163.0000,34220.4490,A,455219
004016,2023-01-31,2022,INDL,C,D,STD,DOLLAR GENERAL CORP,USD,29083.3670,170.0000,37844.8630,A,455219
004016,2024-01-31,2023,INDL,C,D,STD,DOLLAR GENERAL CORP,USD,30795.5910,185.8000,38691.6090,A,455219
004503,2015-12-31,2015,INDL,C,D,STD,EXXON MOBIL CORP,USD,336758.0000,73.5000,236810.0000,A,324110
004503,2016-12-31,2016,INDL,C,D,STD,EXXON MOBIL CORP,USD,330314.0000,71.1000,197518.0000,A,324110
004503,2017-12-31,2017,INDL,C,D,STD,EXXON MOBIL CORP,USD,348691.0000,69.6000,237162.0000,A,324110
004503,2018-12-31,2018,INDL,C,D,STD,EXXON MOBIL CORP,USD,346196.0000,71.0000,279332.0000,A,324110
004503,2019-12-31,2019,INDL,C,D,STD,EXXON MOBIL CORP,USD,362597.0000,74.9000,255583.0000,A,324110
004503,2020-12-31,2020,INDL,C,D,STD,EXXON MOBIL CORP,USD,332750.0000,72.0000,178574.0000,A,324110
004503,2021-12-31,2021,INDL,C,D,STD,EXXON MOBIL CORP,USD,338923.0000,63.0000,276692.0000,A,324110
004503,2022-12-31,2022,INDL,C,D,STD,EXXON MOBIL CORP,USD,369067.0000,62.3000,398675.0000,A,324110
004503,2023-12-31,2023,INDL,C,D,STD,EXXON MOBIL CORP,USD,376317.0000,61.5000,334697.0000,A,324110
004598,2015-05-31,2014,INDL,C,D,STD,FEDEX CORP,USD,37069.0000,312.0000,47453.0000,A,492110
004598,2016-05-31,2015,INDL,C,D,STD,FEDEX CORP,USD,46064.0000,390.1000,50365.0000,A,492110
004598,2017-05-31,2016,INDL,C,D,STD,FEDEX CORP,USD,48552.0000,400.0000,60319.0000,A,492110
004598,2018-05-31,2017,INDL,C,D,STD,FEDEX CORP,USD,52330.0000,429.0000,65450.0000,A,492110
004598,2019-05-31,2018,INDL,C,D,STD,FEDEX CORP,USD,54403.0000,460.0000,69693.0000,A,492110
004598,2020-05-31,2019,INDL,C,D,STD,FEDEX CORP,USD,73537.0000,506.0000,69217.0000,A,492110
004598,2021-05-31,2020,INDL,C,D,STD,FEDEX CORP,USD,82777.0000,577.0000,83959.0000,A,492110
004598,2022-05-31,2021,INDL,C,D,STD,FEDEX CORP,USD,85994.0000,545.4000,93512.0000,A,492110
004598,2023-05-31,2022,INDL,C,D,STD,FEDEX CORP,USD,87143.0000,527.4000,90155.0000,A,492110
004723,2015-12-31,2015,FS,C,D,STD,US BANCORP,USD,421853.0000,65.4330,21494.0000,A,522110
004723,2015-12-31,2015,INDL,C,D,STD,US BANCORP,USD,421853.0000,65.4330,21494.0000,A,522110
004723,2016-12-31,2016,FS,C,D,STD,US BANCORP,USD,445964.0000,71.1910,22744.0000,A,522110
004723,2016-12-31,2016,INDL,C,D,STD,US BANCORP,USD,445964.0000,71.1910,22744.0000,A,522110
004723,2017-12-31,2017,FS,C,D,STD,US BANCORP,USD,462040.0000,72.4020,23996.0000,A,522110
004723,2017-12-31,2017,INDL,C,D,STD,US BANCORP,USD,462040.0000,72.4020,23996.0000,A,522110
004723,2018-12-31,2018,FS,C,D,STD,US BANCORP,USD,467374.0000,73.3330,25775.0000,A,522110
004723,2018-12-31,2018,INDL,C,D,STD,US BANCORP,USD,467374.0000,73.3330,25775.0000,A,522110
004723,2019-12-31,2019,FS,C,D,STD,US BANCORP,USD,495426.0000,69.6510,27325.0000,A,522110
004723,2019-12-31,2019,INDL,C,D,STD,US BANCORP,USD,495426.0000,69.6510,27325.0000,A,522110
004723,2020-12-31,2020,FS,C,D,STD,US BANCORP,USD,553905.0000,68.1080,25241.0000,A,522110
004723,2020-12-31,2020,INDL,C,D,STD,US BANCORP,USD,553905.0000,68.1080,25241.0000,A,522110
004723,2021-12-31,2021,FS,C,D,STD,US BANCORP,USD,573284.0000,68.7960,23714.0000,A,522110
004723,2021-12-31,2021,INDL,C,D,STD,US BANCORP,USD,573284.0000,68.7960,23714.0000,A,522110
004723,2022-12-31,2022,FS,C,D,STD,US BANCORP,USD,674805.0000,76.6460,27401.0000,A,522110
004723,2022-12-31,2022,INDL,C,D,STD,US BANCORP,USD,674805.0000,76.6460,27401.0000,A,522110
004723,2023-12-31,2023,FS,C,D,STD,US BANCORP,USD,663491.0000,75.4650,40764.0000,A,522110
004723,2023-12-31,2023,INDL,C,D,STD,US BANCORP,USD,663491.0000,75.4650,40764.0000,A,522110
004839,2015-12-31,2015,INDL,C,D,STD,FORD MOTOR CO,USD,224925.0000,199.0000,149558.0000,A,336110
004839,2016-12-31,2016,INDL,C,D,STD,FORD MOTOR CO,USD,237951.0000,201.0000,151800.0000,A,336110
004839,2017-12-31,2017,INDL,C,D,STD,FORD MOTOR CO,USD,257808.0000,202.0000,156776.0000,A,336110
004839,2018-12-31,2018,INDL,C,D,STD,FORD MOTOR CO,USD,256540.0000,199.0000,160338.0000,A,336110
004839,2019-12-31,2019,INDL,C,D,STD,FORD MOTOR CO,USD,258537.0000,190.0000,155900.0000,A,336110
004839,2020-12-31,2020,INDL,C,D,STD,FORD MOTOR CO,USD,267261.0000,186.0000,127144.0000,A,336110
004839,2021-12-31,2021,INDL,C,D,STD,FORD MOTOR CO,USD,257035.0000,183.0000,136341.0000,A,336110
004839,2022-12-31,2022,INDL,C,D,STD,FORD MOTOR CO,USD,255884.0000,173.0000,158057.0000,A,336110
004839,2023-12-31,2023,INDL,C,D,STD,FORD MOTOR CO,USD,273310.0000,177.0000,176191.0000,A,336110
005046,2015-12-31,2015,INDL,C,D,STD,GENERAL DYNAMICS CORP,USD,31997.0000,99.9000,31469.0000,A,336411
005046,2016-12-31,2016,INDL,C,D,STD,GENERAL DYNAMICS CORP,USD,32872.0000,98.8000,31353.0000,A,336411
005046,2017-12-31,2017,INDL,C,D,STD,GENERAL DYNAMICS CORP,USD,35046.0000,98.6000,30973.0000,A,336411
005046,2018-12-31,2018,INDL,C,D,STD,GENERAL DYNAMICS CORP,USD,45408.0000,105.6000,36193.0000,A,336411
005046,2019-12-31,2019,INDL,C,D,STD,GENERAL DYNAMICS CORP,USD,48841.0000,102.9000,39350.0000,A,336411
005046,2020-12-31,2020,INDL,C,D,STD,GENERAL DYNAMICS CORP,USD,51308.0000,100.7000,37925.0000,A,336411
005046,2021-12-31,2021,INDL,C,D,STD,GENERAL DYNAMICS CORP,USD,50073.0000,103.1000,38469.0000,A,336411
005046,2022-12-31,2022,INDL,C,D,STD,GENERAL DYNAMICS CORP,USD,51585.0000,106.5000,39407.0000,A,336411
005046,2023-12-31,2023,INDL,C,D,STD,GENERAL DYNAMICS CORP,USD,54810.0000,111.6000,42272.0000,A,336411
005047,2015-12-31,2015,INDL,C,D,STD,GE AEROSPACE,USD,492692.0000,333.0000,115158.0000,A,999977
005047,2016-12-31,2016,INDL,C,D,STD,GE AEROSPACE,USD,365183.0000,295.0000,119688.0000,A,999977
005047,2017-12-31,2017,INDL,C,D,STD,GE AEROSPACE,USD,377945.0000,313.0000,120468.0000,A,999977
005047,2018-12-31,2018,INDL,C,D,STD,GE AEROSPACE,USD,309129.0000,283.0000,121615.0000,A,999977
005047,2019-12-31,2019,INDL,C,D,STD,GE AEROSPACE,USD,266048.0000,205.0000,95214.0000,A,999977
005047,2020-12-31,2020,INDL,C,D,STD,GE AEROSPACE,USD,253452.0000,184.0000,79619.0000,A,999977
005047,2021-12-31,2021,INDL,C,D,STD,GE AEROSPACE,USD,198874.0000,179.0000,74196.0000,A,999977
005047,2022-12-31,2022,INDL,C,D,STD,GE AEROSPACE,USD,187788.0000,172.0000,76555.0000,A,999977
005047,2023-12-31,2023,INDL,C,D,STD,GE AEROSPACE,USD,163045.0000,125.0000,67954.0000,A,999977
005073,2015-12-31,2015,INDL,C,D,STD,GENERAL MOTORS CO,USD,194520.0000,215.0000,152356.0000,A,336110
005073,2016-12-31,2016,INDL,C,D,STD,GENERAL MOTORS CO,USD,221690.0000,225.0000,166380.0000,A,336110
005073,2017-12-31,2017,INDL,C,D,STD,GENERAL MOTORS CO,USD,212482.0000,180.0000,145588.0000,A,336110
005073,2018-12-31,2018,INDL,C,D,STD,GENERAL MOTORS CO,USD,227339.0000,173.0000,147049.0000,A,336110
005073,2019-12-31,2019,INDL,C,D,STD,GENERAL MOTORS CO,USD,228037.0000,164.0000,137237.0000,A,336110
005073,2020-12-31,2020,INDL,C,D,STD,GENERAL MOTORS CO,USD,235194.0000,155.0000,122485.0000,A,336110
005073,2021-12-31,2021,INDL,C,D,STD,GENERAL MOTORS CO,USD,244718.0000,157.0000,127004.0000,A,336110
005073,2022-12-31,2022,INDL,C,D,STD,GENERAL MOTORS CO,USD,264037.0000,167.0000,156735.0000,A,336110
005073,2023-12-31,2023,INDL,C,D,STD,GENERAL MOTORS CO,USD,273064.0000,163.0000,171842.0000,A,336110
005568,2015-12-31,2015,INDL,C,D,STD,KRAFT HEINZ CO,USD,122973.0000,42.0000,18338.0000,A,31142
005568,2016-12-31,2016,INDL,C,D,STD,KRAFT HEINZ CO,USD,120480.0000,41.0000,26487.0000,A,31142
005568,2017-12-31,2017,INDL,C,D,STD,KRAFT HEINZ CO,USD,120232.0000,39.0000,26232.0000,A,31142
005568,2018-12-31,2018,INDL,C,D,STD,KRAFT HEINZ CO,USD,103461.0000,38.0000,26268.0000,A,31142
005568,2019-12-31,2019,INDL,C,D,STD,KRAFT HEINZ CO,USD,101450.0000,37.0000,24977.0000,A,31142
005568,2020-12-31,2020,INDL,C,D,STD,KRAFT HEINZ CO,USD,99830.0000,38.0000,26185.0000,A,31142
005568,2021-12-31,2021,INDL,C,D,STD,KRAFT HEINZ CO,USD,93394.0000,36.0000,26042.0000,A,31142
005568,2022-12-31,2022,INDL,C,D,STD,KRAFT HEINZ CO,USD,90513.0000,37.0000,26485.0000,A,31142
005568,2023-12-31,2023,INDL,C,D,STD,KRAFT HEINZ CO,USD,90339.0000,36.0000,26640.0000,A,31142
005606,2015-10-31,2015,INDL,C,D,STD,HP INC,USD,106882.0000,287.0000,103355.0000,A,33411
005606,2016-10-31,2016,INDL,C,D,STD,HP INC,USD,29010.0000,49.0000,48238.0000,A,33411
005606,2017-10-31,2017,INDL,C,D,STD,HP INC,USD,32913.0000,49.0000,52056.0000,A,33411
005606,2018-10-31,2018,INDL,C,D,STD,HP INC,USD,34622.0000,55.0000,58472.0000,A,33411
005606,2019-10-31,2019,INDL,C,D,STD,HP INC,USD,33467.0000,56.0000,58756.0000,A,33411
005606,2020-10-31,2020,INDL,C,D,STD,HP INC,USD,34681.0000,53.0000,56639.0000,A,33411
005606,2021-10-31,2021,INDL,C,D,STD,HP INC,USD,38610.0000,51.0000,63487.0000,A,33411
005606,2022-10-31,2022,INDL,C,D,STD,HP INC,USD,38494.0000,58.0000,62910.0000,A,33411
005606,2023-10-31,2023,INDL,C,D,STD,HP INC,USD,37004.0000,58.0000,53718.0000,A,33411
005650,2015-03-31,2014,INDL,C,D,STD,HITACHI LTD,USD,103648.9410,336.6700,81484.9110,A,999977
005650,2016-03-31,2015,INDL,C,D,STD,HITACHI LTD,USD,111643.8800,335.2440,89257.2940,A,999977
005650,2017-03-31,2016,INDL,C,D,STD,HITACHI LTD,USD,86741.9180,303.8870,82239.1530,A,999977
005650,2018-03-31,2017,INDL,C,D,STD,HITACHI LTD,USD,95165.7540,307.2750,88216.7050,A,999977
005650,2019-03-31,2018,INDL,C,D,STD,HITACHI LTD,USD,86876.8160,295.9410,85559.4580,A,999977
005650,2020-03-31,2019,INDL,C,D,STD,HITACHI LTD,USD,92284.9100,301.0560,81478.2960,A,999977
005650,2021-03-31,2020,INDL,C,D,STD,HITACHI LTD,USD,107166.6220,350.8640,78924.3270,A,999977
005650,2022-03-31,2021,INDL,C,D,STD,HITACHI LTD,USD,114361.6350,368.2470,84527.5600,A,999977
005650,2023-03-31,2022,INDL,C,D,STD,HITACHI LTD,USD,94039.7620,322.5250,81851.6010,A,999977
005680,2015-01-31,2014,INDL,C,D,STD,HOME DEPOT INC,USD,39946.0000,371.0000,83176.0000,A,444110
005680,2016-01-31,2015,INDL,C,D,STD,HOME DEPOT INC,USD,42549.0000,385.0000,88519.0000,A,444110
005680,2017-01-31,2016,INDL,C,D,STD,HOME DEPOT INC,USD,42966.0000,406.0000,94595.0000,A,444110
005680,2018-01-31,2017,INDL,C,D,STD,HOME DEPOT INC,USD,44529.0000,413.0000,100904.0000,A,444110
005680,2019-01-31,2018,INDL,C,D,STD,HOME DEPOT INC,USD,44003.0000,413.0000,108203.0000,A,444110
005680,2020-01-31,2019,INDL,C,D,STD,HOME DEPOT INC,USD,51236.0000,415.7000,110225.0000,A,444110
005680,2021-01-31,2020,INDL,C,D,STD,HOME DEPOT INC,USD,70581.0000,504.8000,132110.0000,A,444110
005680,2022-01-31,2021,INDL,C,D,STD,HOME DEPOT INC,USD,71876.0000,490.6000,151157.0000,A,444110
005680,2023-01-31,2022,INDL,C,D,STD,HOME DEPOT INC,USD,76445.0000,471.6000,157403.0000,A,444110
005680,2024-01-31,2023,INDL,C,D,STD,HOME DEPOT INC,USD,76530.0000,463.1000,152669.0000,A,444110
005691,2015-03-31,2014,INDL,C,D,STD,HONDA MOTOR CO LTD,USD,153599.8410,204.7300,111104.5260,A,336110
005691,2016-03-31,2015,INDL,C,D,STD,HONDA MOTOR CO LTD,USD,162153.4780,208.3990,129880.3690,A,336110
005691,2017-03-31,2016,INDL,C,D,STD,HONDA MOTOR CO LTD,USD,170165.3630,211.9150,125654.7890,A,336110
005691,2018-03-31,2017,INDL,C,D,STD,HONDA MOTOR CO LTD,USD,182195.5190,215.6380,144643.5600,A,336110
005691,2019-03-31,2018,INDL,C,D,STD,HONDA MOTOR CO LTD,USD,184275.8380,219.7220,143389.5250,A,336110
005691,2020-03-31,2019,INDL,C,D,STD,HONDA MOTOR CO LTD,USD,190158.0110,218.6740,138760.8840,A,336110
005691,2021-03-31,2020,INDL,C,D,STD,HONDA MOTOR CO LTD,USD,198197.2390,211.3740,119080.1940,A,336110
005691,2022-03-31,2021,INDL,C,D,STD,HONDA MOTOR CO LTD,USD,197415.5590,204.0350,119839.4140,A,336110
005691,2023-03-31,2022,INDL,C,D,STD,HONDA MOTOR CO LTD,USD,185576.3850,197.0390,127185.4870,A,336110
006008,2015-12-31,2015,INDL,C,D,STD,INTEL CORP,USD,103065.0000,107.3000,55355.0000,A,334413
006008,2016-12-31,2016,INDL,C,D,STD,INTEL CORP,USD,113327.0000,106.0000,59387.0000,A,334413
006008,2017-12-31,2017,INDL,C,D,STD,INTEL CORP,USD,123249.0000,102.7000,62761.0000,A,334413
006008,2018-12-31,2018,INDL,C,D,STD,INTEL CORP,USD,127963.0000,107.4000,70848.0000,A,334413
006008,2019-12-31,2019,INDL,C,D,STD,INTEL CORP,USD,136524.0000,110.8000,71965.0000,A,334413
006008,2020-12-31,2020,INDL,C,D,STD,INTEL CORP,USD,153091.0000,110.6000,77867.0000,A,334413
006008,2021-12-31,2021,INDL,C,D,STD,INTEL CORP,USD,168406.0000,121.1000,79024.0000,A,334413
006008,2022-12-31,2022,INDL,C,D,STD,INTEL CORP,USD,182103.0000,131.9000,63054.0000,A,334413
006008,2023-12-31,2023,INDL,C,D,STD,INTEL CORP,USD,191572.0000,124.8000,54228.0000,A,334413
006066,2015-12-31,2015,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,110495.0000,377.7570,81741.0000,A,518210
006066,2016-12-31,2016,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,117470.0000,380.3000,79920.0000,A,518210
006066,2017-12-31,2017,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,125356.0000,366.6000,79139.0000,A,518210
006066,2018-12-31,2018,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,123382.0000,350.6000,79591.0000,A,518210
006066,2019-12-31,2019,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,152186.0000,352.6000,77147.0000,A,518210
006066,2020-12-31,2020,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,155971.0000,345.9000,73620.0000,A,518210
006066,2021-12-31,2021,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,132001.0000,282.1000,57350.0000,A,518210
006066,2022-12-31,2022,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,127243.0000,288.3000,60530.0000,A,518210
006066,2023-12-31,2023,INDL,C,D,STD,INTL BUSINESS MACHINES CORP,USD,135241.0000,282.2000,61860.0000,A,518210
006266,2015-12-31,2015,INDL,C,D,STD,JOHNSON & JOHNSON,USD,133411.0000,127.1000,70074.0000,A,325412
006266,2016-12-31,2016,INDL,C,D,STD,JOHNSON & JOHNSON,USD,141208.0000,126.4000,71890.0000,A,325412
006266,2017-12-31,2017,INDL,C,D,STD,JOHNSON & JOHNSON,USD,157303.0000,134.0000,76450.0000,A,325412
006266,2018-12-31,2018,INDL,C,D,STD,JOHNSON & JOHNSON,USD,152954.0000,135.1000,81581.0000,A,325412
006266,2019-12-31,2019,INDL,C,D,STD,JOHNSON & JOHNSON,USD,157728.0000,132.2000,82059.0000,A,325412
006266,2020-12-31,2020,INDL,C,D,STD,JOHNSON & JOHNSON,USD,174894.0000,136.4000,82584.0000,A,325412
006266,2021-12-31,2021,INDL,C,D,STD,JOHNSON & JOHNSON,USD,182018.0000,144.3000,93775.0000,A,325412
006266,2022-12-31,2022,INDL,C,D,STD,JOHNSON & JOHNSON,USD,187378.0000,155.8000,94943.0000,A,325412
006266,2023-12-31,2023,INDL,C,D,STD,JOHNSON & JOHNSON,USD,167558.0000,131.9000,85159.0000,A,325412
006502,2015-01-31,2014,INDL,C,D,STD,KROGER CO,USD,30556.0000,400.0000,108465.0000,A,445110
006502,2016-01-31,2015,INDL,C,D,STD,KROGER CO,USD,33897.0000,431.0000,109830.0000,A,445110
006502,2017-01-31,2016,INDL,C,D,STD,KROGER CO,USD,36505.0000,443.0000,115337.0000,A,445110
006502,2018-01-31,2017,INDL,C,D,STD,KROGER CO,USD,37197.0000,449.0000,122662.0000,A,445110
006502,2019-01-31,2018,INDL,C,D,STD,KROGER CO,USD,38118.0000,453.0000,121162.0000,A,445110
006502,2020-01-31,2019,INDL,C,D,STD,KROGER CO,USD,45256.0000,435.0000,122286.0000,A,445110
006502,2021-01-31,2020,INDL,C,D,STD,KROGER CO,USD,48662.0000,465.0000,132498.0000,A,445110
006502,2022-01-31,2021,INDL,C,D,STD,KROGER CO,USD,49086.0000,420.0000,137888.0000,A,445110
006502,2023-01-31,2022,INDL,C,D,STD,KROGER CO,USD,49623.0000,430.0000,148258.0000,A,445110
006502,2024-01-31,2023,INDL,C,D,STD,KROGER CO,USD,50505.0000,414.0000,150039.0000,A,445110
006730,2015-12-31,2015,INDL,C,D,STD,LILLY (ELI) & CO,USD,35568.9000,41.2750,19958.7000,A,325412
006730,2016-12-31,2016,INDL,C,D,STD,LILLY (ELI) & CO,USD,38805.9000,41.9750,21222.1000,A,325412
006730,2017-12-31,2017,INDL,C,D,STD,LILLY (ELI) & CO,USD,44981.0000,40.6550,22871.3000,A,325412
006730,2018-12-31,2018,INDL,C,D,STD,LILLY (ELI) & CO,USD,43908.4000,38.6800,24555.7000,A,325412
006730,2019-12-31,2019,INDL,C,D,STD,LILLY (ELI) & CO,USD,39286.1000,33.6250,22319.5000,A,325412
006730,2020-12-31,2020,INDL,C,D,STD,LILLY (ELI) & CO,USD,46633.1000,35.0000,24539.8000,A,325412
006730,2021-12-31,2021,INDL,C,D,STD,LILLY (ELI) & CO,USD,48806.0000,35.0000,28318.4000,A,325412
006730,2022-12-31,2022,INDL,C,D,STD,LILLY (ELI) & CO,USD,49489.8000,39.0000,28541.4000,A,325412
006730,2023-12-31,2023,INDL,C,D,STD,LILLY (ELI) & CO,USD,64006.3000,43.0000,34124.1000,A,325412
006774,2015-12-31,2015,INDL,C,D,STD,LOCKHEED MARTIN CORP,USD,49128.0000,126.0000,46132.0000,A,336414
006774,2016-12-31,2016,INDL,C,D,STD,LOCKHEED MARTIN CORP,USD,47806.0000,97.0000,47248.0000,A,336414
006774,2017-12-31,2017,INDL,C,D,STD,LOCKHEED MARTIN CORP,USD,46521.0000,100.0000,51048.0000,A,336414
006774,2018-12-31,2018,INDL,C,D,STD,LOCKHEED MARTIN CORP,USD,44876.0000,105.0000,53762.0000,A,336414
006774,2019-12-31,2019,INDL,C,D,STD,LOCKHEED MARTIN CORP,USD,47528.0000,110.0000,59812.0000,A,336414
006774,2020-12-31,2020,INDL,C,D,STD,LOCKHEED MARTIN CORP,USD,50710.0000,114.0000,65398.0000,A,336414
006774,2021-12-31,2021,INDL,C,D,STD,LOCKHEED MARTIN CORP,USD,50873.0000,114.0000,67044.0000,A,336414
006774,2022-12-31,2022,INDL,C,D,STD,LOCKHEED MARTIN CORP,USD,52880.0000,116.0000,65984.0000,A,336414
006774,2023-12-31,2023,INDL,C,D,STD,LOCKHEED MARTIN CORP,USD,52456.0000,122.0000,67571.0000,A,336414
006829,2015-01-31,2014,INDL,C,D,STD,LOWE'S COS INC,USD,31827.0000,266.0000,56223.0000,A,444110
006829,2016-01-31,2015,INDL,C,D,STD,LOWE'S COS INC,USD,31266.0000,270.0000,59074.0000,A,444110
006829,2017-01-31,2016,INDL,C,D,STD,LOWE'S COS INC,USD,34408.0000,290.0000,65017.0000,A,444110
006829,2018-01-31,2017,INDL,C,D,STD,LOWE'S COS INC,USD,35291.0000,310.0000,68619.0000,A,444110
006829,2019-01-31,2018,INDL,C,D,STD,LOWE'S COS INC,USD,34508.0000,300.0000,71309.0000,A,444110
006829,2020-01-31,2019,INDL,C,D,STD,LOWE'S COS INC,USD,39471.0000,320.0000,72148.0000,A,444110
006829,2021-01-31,2020,INDL,C,D,STD,LOWE'S COS INC,USD,46735.0000,340.0000,89597.0000,A,444110
006829,2022-01-31,2021,INDL,C,D,STD,LOWE'S COS INC,USD,44640.0000,340.0000,96250.0000,A,444110
006829,2023-01-31,2022,INDL,C,D,STD,LOWE'S COS INC,USD,43708.0000,307.0000,97059.0000,A,444110
006829,2024-01-31,2023,INDL,C,D,STD,LOWE'S COS INC,USD,41795.0000,284.0000,86377.0000,A,444110
007171,2015-03-31,2014,INDL,C,D,STD,MCKESSON CORP,USD,53870.0000,70.4000,179045.0000,A,424210
007171,2016-03-31,2015,INDL,C,D,STD,MCKESSON CORP,USD,56563.0000,68.0000,190884.0000,A,424210
007171,2017-03-31,2016,INDL,C,D,STD,MCKESSON CORP,USD,60969.0000,78.0000,198533.0000,A,424210
007171,2018-03-31,2017,INDL,C,D,STD,MCKESSON CORP,USD,60381.0000,78.0000,208357.0000,A,424210
007171,2019-03-31,2018,INDL,C,D,STD,MCKESSON CORP,USD,59672.0000,80.0000,214319.0000,A,424210
007171,2020-03-31,2019,INDL,C,D,STD,MCKESSON CORP,USD,61247.0000,80.0000,231051.0000,A,424210
007171,2021-03-31,2020,INDL,C,D,STD,MCKESSON CORP,USD,65015.0000,76.0000,238228.0000,A,424210
007171,2022-03-31,2021,INDL,C,D,STD,MCKESSON CORP,USD,63298.0000,75.0000,263966.0000,A,424210
007171,2023-03-31,2022,INDL,C,D,STD,MCKESSON CORP,USD,62320.0000,51.0000,276711.0000,A,424210
